Main Set Folder,Subset Folder,Card Number Folder,Image Count,Reason,Closest DB Candidates (suggestions only)
2026 Topps Brooklyn Collection - Captain America,Living Legends,NH-12,1,"Main set matched, but subset folder name does not match any of its sets",Living Legend (50% similar)
2026 Topps Brooklyn Collection - Captain America,Living Legends,NH-13,1,"Main set matched, but subset folder name does not match any of its sets",Living Legend (50% similar)
2026 Topps Brooklyn Collection - Captain America,Living Legends,NH-15,1,"Main set matched, but subset folder name does not match any of its sets",Living Legend (50% similar)
2026 Topps Brooklyn Collection - Captain America,Living Legends,NH-16,2,"Main set matched, but subset folder name does not match any of its sets",Living Legend (50% similar)
2026 Topps Brooklyn Collection - Captain America,Living Legends,NH-17,1,"Main set matched, but subset folder name does not match any of its sets",Living Legend (50% similar)
2026 Topps Brooklyn Collection - Captain America,Living Legends,NH-18,1,"Main set matched, but subset folder name does not match any of its sets",Living Legend (50% similar)
2026 Topps Brooklyn Collection - Captain America,Living Legends,NH-2,2,"Main set matched, but subset folder name does not match any of its sets",Living Legend (50% similar)
2026 Topps Brooklyn Collection - Captain America,Living Legends,NH-20,2,"Main set matched, but subset folder name does not match any of its sets",Living Legend (50% similar)
2026 Topps Brooklyn Collection - Captain America,Living Legends,NH-22,1,"Main set matched, but subset folder name does not match any of its sets",Living Legend (50% similar)
2026 Topps Brooklyn Collection - Captain America,Living Legends,NH-4,1,"Main set matched, but subset folder name does not match any of its sets",Living Legend (50% similar)
2026 Topps Brooklyn Collection - Captain America,MCU dual autograph,MDA-ML,2,"Main set matched, but subset folder name does not match any of its sets",MCU Dual Autographs (67% similar)
2026 Topps Brooklyn Collection - Captain America,Topps Distinguished Service,DS 18,2,"Set matched, but card number not found in that set (check O vs 0 typos)",
