year,set_name,cards_missing_images,set_adds_last_90_days,set_adds_all_time,set_unique_collectors,set_wishlist_adds
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Spectromatic,4,1,1,1,0
2026,Sketch Card Artists,29,1,1,1,0
2024,2024 Upper Deck Women of Marvel - Foil Lt Fx - Gold,59,1,1,1,0
2022,2022 SkyBox Marvel Masterpieces - Variant Cover Autographs,45,1,1,1,0
2026,Base 1960s Blacklight,100,1,1,1,0
2026,Tribute to 1996 Finest Phenoms - Orange Refractor,100,1,1,1,0
2026,Negative Zone - Green Kaleidoscope,100,1,1,1,0
2024,2024 Topps Chrome Sapphire Edition Marvel - Yellow Sapphire,2,1,1,1,0
2021,2021-22 Upper Deck Marvel Annual - Number 1 Spot,6,1,1,1,0
2023,2023 Fleer Ultra Marvel Wolverine - Medallions Platinum,6,1,1,1,0
2022,2022 Upper Deck Marvel Unbound - Autographs,51,1,1,1,0
2020,2020-21 Upper Deck Marvel Annual - Hologram,1,1,1,1,1
2021,2021-22 Upper Deck Marvel Annual - Blue,20,1,1,1,0
2023,2023 Upper Deck Marvel Loki Season 1 - Loki Lineup,18,1,1,1,0
2024,2024 Upper Deck Marvel Avengers - Battle Time Red,25,1,1,1,0
2023,2023 Upper Deck Spider-Man: No Way Home - The Multiverse is Real Acetate,1,1,1,1,0
1997,1997 Ultra Spider-Man - Blue Foil,79,1,1,1,0
2023,2023 Upper Deck Marvel Premier - Art Stages Shadowbox,18,1,1,1,0
2022,"2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - Flipped FX Gold",89,1,1,1,0
2022,2022 Upper Deck Allure Marvel Studios - Black Rainbow,18,1,1,1,0
2023,2023 Fleer Ultra Marvel Wolverine - Jambalaya,31,1,1,1,0
2025,2025 Topps Chrome Marvel Studios - Gold Refractor,99,1,1,1,0
2026,Black Refractor,200,1,1,1,0
2023,2023 Upper Deck Marvel What If…? - Frozen in Time Cosmic Black Hole,14,1,1,1,0
2018,2018 Fleer Ultra X-Men - Gold Foil,86,1,1,1,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Holofoil,79,1,1,1,0
2025,2025 Kakawow Cosmos Marvel - Landmark Events,42,1,1,1,0
2026,Blacklight - Neon Purple Lava Refractor,100,1,1,1,0
1994,1994 Ultra X-Men - 3-Up Panels,1,1,1,1,0
2026,Gold Refractor,100,1,1,1,0
2013,2013 Rittenhouse Women of Marvel Series 2 - Framed Cards,2,1,1,1,0
2024,2024 Upper Deck Marvel Studios Series 1 - HoloGrFx,3,1,1,1,0
2023,2023 Upper Deck Marvel Wandavision - Suburban Synthezoid,6,1,1,1,0
2025,2025 Topps Chrome Marvel Studios - Captain America: Brave New World Black Refractor,25,1,1,1,0
2025,Villainy,2,1,1,1,0
2026,Black X-Fractor,200,1,1,1,0
2022,2022 Upper Deck Allure Marvel Studios - Character Posters Green,16,1,1,1,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Spellcraft Stories Blue,18,1,1,1,0
2026,Storm's Black Lightning Refractor,200,1,1,1,0
2022,2022 Upper Deck Allure Marvel Studios - Infinity Stones Soul Stone,20,1,1,1,0
2022,2022 Upper Deck Spider-Man: Into the Spider-Verse - Spider-Sigs Portraits,2,1,1,1,0
2022,2022-23 Upper Deck Marvel Annual - Suspended Animation Tier 1,20,1,1,1,0
2021,2021 SkyBox Metal Universe Marvel Spider-Man - Yellow FX,58,1,1,1,0
2026,Comic Book Artist Autographs - Green,29,1,1,1,0
2026,Blue Refractor,100,1,1,1,0
2026,Storm's Gold Lightning Refractor,200,1,1,1,0
2025,2025 Topps Chrome Sapphire Edition Marvel - Green Sapphire,100,1,1,1,0
2023,2023 Upper Deck Marvel What If…? - Medallion Platinum,13,1,1,1,0
1994,1994 Pepsi Marvel - Prismatic 25-Card Set,4,1,1,1,0
2026,Red RayWave Refractor,200,1,1,1,0
2025,2025 Kakawow Cosmos Marvel - Single Script Art Red,18,1,1,1,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Turning Points Holograms,4,1,1,1,0
2024,2024 SkyBox Marvel Masterpieces XL - Printing Plate What If Variant,1,1,1,1,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Comic Clippings,97,1,1,1,0
1994,1994 Fleer Marvel Masterpieces Hildebrandt Brothers - Masterprints,1,1,1,1,0
2020,2020-21 Upper Deck Marvel Annual - Splash-ticular 3D,30,1,1,1,0
2026,Superfractor 1/148,1,1,1,1,0
2023,2023 Upper Deck Spider-Man: No Way Home - Red & Blue Foil,40,1,1,1,0
2023,2023 Upper Deck Marvel Wandavision - S.W.O.R.D. Profiles,10,1,1,1,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Gold Spectrum Autographs,86,1,1,1,0
2025,2025 Topps Mint Marvel - Gold,16,1,1,1,0
2026,Topps Distinguished Service,1,1,1,1,0
2021,2021-22 Upper Deck Marvel Annual - Hologram,64,1,1,1,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Thaumaturgical Artifacts Purple,9,1,1,1,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Medallions Ruby Red,50,1,1,1,0
2025,2025 Topps Mint Marvel - Gambits Double Sided Chrome Playing Cards,52,1,1,1,0
2022,2022 Upper Deck Allure Marvel Studios - Green Quartz,20,1,1,1,0
2023,2023 Upper Deck Marvel Platinum - Pink Pulsar,67,1,1,1,1
2022,2022 Upper Deck Allure Marvel Studios - Steel,90,1,1,1,0
2025,2025 Topps Marvel Comic Book Heroes 1975 Golden Anniversary - Electrum,100,1,1,1,0
2025,Mirror Holo,87,1,1,1,0
2025,2025 Topps Chrome Marvel Studios - Green Refractor,99,1,1,1,2
2023,2023 Upper Deck Marvel Platinum - Creator Art Variant,2,1,1,1,0
2023,2023 Upper Deck Marvel Wandavision - Scarlet Red,52,1,1,1,0
2025,2025 Kakawow Cosmos Marvel - Cosmos Gold,36,1,1,1,0
2025,2025 Topps Chrome Marvel Studios - Orange Refractor,100,1,1,1,0
2015,2015 Upper Deck Marvel Dossier - Foil,20,1,1,1,0
2022,"2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - Green Rainbow Mirror World",34,1,1,1,0
2025,2025 Kakawow Cosmos Marvel - Single Script Art Aurora,12,1,1,1,0
2026,Marvel Triple Facsimile Autographs,3,1,1,1,0
1995,1995 Fleer Ultra Spider-Man - UltraPrint,1,1,1,1,0
2012,2012 Upper Deck Marvel Beginnings S2 - 2012 Upper Deck Marvel Beginnings S2,100,1,1,1,0
2025,2025 Topps Chrome Marvel Studios - Printing Plates Magenta,100,1,1,1,0
2026,Superfractor 1/154,1,1,1,1,0
2025,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Black Refractor,4,1,1,1,0
2024,2024 Upper Deck Marvel Studios Series 2: Cinematic - Heroic Homelands,7,1,1,1,0
2025,2025 Kakawow Cosmos Marvel - Single Script Art Green,23,1,1,1,0
2025,2025 Topps Chrome Marvel - Iron Man Red & Gold Lazer,100,1,1,1,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Spirits of Vengeance Green,9,1,1,1,0
2022,2022-23 Upper Deck Marvel Annual - Suspended Animation Tier 2,15,1,1,1,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Rainbow Blue,58,1,1,1,0
2023,2023 Upper Deck Marvel Anime Vol. 2 - Base Autographs,5,1,1,1,0
2025,2025 Kakawow Cosmos Marvel - Wedding Moment,1,1,1,1,0
2025,2025 Kakawow Aura Marvel - Marvel Iconic Debut,2,1,1,1,0
2024,2024 SkyBox Metal Universe Marvel Avengers - Precious Metal Gems Gold,196,1,1,1,0
1990,1990 Impel Marvel Universe - 4-card Panels,1,1,1,1,0
2026,Blacklight - Neon Gold Lava Refractor,100,1,1,1,0
2024,2024 Upper Deck Women of Marvel - Battle Time - Foil Lt Fx - Red,25,1,1,1,0
2024,2024 Upper Deck Women of Marvel - Sketch Artists,49,1,1,1,0
2023,2023 Upper Deck Marvel Platinum - Printing Plates Black,132,1,1,1,0
2025,2025 Topps Chrome Marvel - Hulk Green Lazer,100,1,1,1,0
2021,2021 SkyBox Metal Universe Marvel Spider-Man - Neon Green Light FX,101,1,1,1,0
2024,2024 Upper Deck Marvel Beginnings Volume 2 Series 2 - Green Mirror World,100,1,1,1,0
2012,2012 Upper Deck Marvel Beginnings S2 - Printing Plates Magenta,100,1,1,1,0
2021,2021-22 Upper Deck Marvel Annual - Gold Linearity,19,1,1,1,0
2023,2023 Fleer Ultra Marvel Wolverine - Blue Foil,11,1,1,1,0
2025,2025 Kakawow Aura Marvel - Angel,84,1,1,1,0
2024,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Green,45,1,1,1,0
2018,2018 Upper Deck Marvel Masterpieces - 2018 Upper Deck Marvel Masterpieces,5,0,172,4,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Blue Foil,100,0,100,1,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Silver Spectrum Foil,100,0,100,1,0
2022,2022 SkyBox Marvel Masterpieces - Preliminary Art,89,0,91,2,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Medallions,50,0,50,1,0
1995,1995 Fleer DC vs. Marvel Comics - Impact,18,0,36,1,1
2023,2023 Fleer Ultra Marvel Wolverine - Aliases,6,0,30,2,0
2023,2023 Fleer Ultra Marvel Wolverine - Greatest Battles,4,0,28,2,0
2024,2024 Fleer Ultra Matriarchs of Marvel - 3x3,27,0,27,1,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Cracks in the Tombstones Minis,25,0,25,1,0
2025,2025 Topps Chrome Marvel - Yellow Lava,100,0,23,1,0
2024,2024 SkyBox Metal Universe Marvel Avengers - Arc Weld,6,0,21,1,0
2024,2024 Fleer Ultra Matriarchs of Marvel - A-Force,20,0,20,1,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Ultrabilities,20,0,20,1,0
2022,2022 Fleer Ultra Marvel Avengers - Ultra Stars,1,0,11,1,0
2024,2024 SkyBox Metal Universe Marvel Avengers - Planet Metal Iron Armor,16,0,10,2,14
2024,2024 Topps Chrome Marvel - Marvel Giant-Sized 50th Anniversary,1,0,10,1,0
2025,2025 Topps Chrome Marvel - Future Stars,8,0,9,2,1
2022,2022 Fleer Ultra Marvel Avengers - Orange Foil,49,0,9,1,0
2023,2023 Upper Deck Marvel What If…? - Infinity Ultron Metal,8,0,9,1,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Canvas Gallery,3,0,8,1,0
2012,2012 Rittenhouse Marvel Greatest Heroes - 2012 Rittenhouse Marvel Greatest Heroes,66,0,8,2,1
2022,2022 Fleer Ultra Marvel Avengers - 1st Appearances,1,0,8,2,1
2024,2024 Topps Chrome Marvel - 2024 Topps Chrome Marvel,17,0,7,2,0
2010,2010 Rittenhouse Marvel Heroes and Villains - 2010 Rittenhouse Marvel Heroes and Villains,23,0,7,2,3
2023,2023 Upper Deck Marvel Platinum - Green Crackle,3,0,7,1,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Green Foil Autographs,72,0,7,1,0
2022,2022 Fleer Ultra Marvel Avengers - Greatest Battles,13,0,6,1,2
2022,2022 Fleer Ultra Marvel Avengers - Earth's Mightiest Spin-Offs,4,0,6,1,3
2023,2023 Fleer Ultra Marvel Wolverine - Red Foil Artist Autographs,20,0,5,1,0
2023,2023 Upper Deck Marvel Platinum - Purple Rainbow,4,0,4,1,0
1995,1995 Fleer DC vs. Marvel Comics - Amalgam Preview,4,0,4,2,0
2020,2020 SkyBox Marvel Masterpieces - Legendary Orange,41,0,4,1,0
2023,2023 Fleer Ultra Marvel Wolverine - Yellow Foil,60,0,4,1,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Legendary Orange Foil,84,0,4,2,2
2025,2025 Topps Chrome Marvel Studios - Fantastic Four: First Steps,11,0,3,1,0
2024,2024 Topps Chrome Marvel - Blue Wave Refractor,2,0,3,1,3
2024,2024 SkyBox Metal Universe Marvel Avengers - Purple FX,176,0,3,1,0
2024,2024 SkyBox Metal Universe Marvel Avengers - Precious Metal Gems Red,181,0,3,1,0
2022,2022 Fleer Ultra Marvel Avengers - Animation Cels,68,0,3,2,0
2023,2023 Upper Deck Marvel Platinum - Cover Variant Rainbow,108,0,3,1,0
2015,2015 Upper Deck Marvel Vibranium - 2015 Upper Deck Marvel Vibranium,6,0,3,2,2
2023,2023 Upper Deck Marvel Platinum - Iconic Covers Rainbow,23,0,3,2,0
2022,2022 Fleer Ultra Marvel Avengers - Artist Spotlight,6,0,3,1,0
2025,2025 Topps Chrome Marvel Studios - Marvel Gods,23,0,3,2,0
2022,2022 Fleer Ultra Marvel Avengers - Blue Foil,64,0,2,1,0
2025,Cosmo Holo,97,0,2,1,0
2025,Drop Holo,84,0,2,1,0
2020,2020 SkyBox Marvel Masterpieces - Printing Plates Cyan,99,0,2,1,0
2022,2022-23 Upper Deck Marvel Annual - Star Rookies Printing Plate Achievements Yellow,5,0,2,1,0
2022,2022 Fleer Ultra Marvel Avengers - Ultra Power,19,0,2,1,0
2022,2022 Fleer Ultra Marvel Avengers - Universe Power Supreme,1,0,2,1,0
2009,2009 Rittenhouse Spider-Man Archives - 2009 Rittenhouse Spider-Man Archives,1,0,1,1,0
2023,2023 Flair Marvel - Artist Autograph,129,0,1,1,0
2021,2021 SkyBox Metal Universe Marvel Spider-Man - Comic Cuts Clippings,168,0,1,1,0
2025,2025 Kakawow Aura Marvel - Blue,82,0,1,1,0
2025,Sketch - Marvel Arthouse,23,0,1,1,0
2023,2023 Fleer Ultra Marvel Wolverine - Claw Cut Covers,16,0,1,1,0
2024,2024 Topps Chrome Marvel - Spiderweb Refractor,4,0,1,1,2
2023,2023 Upper Deck Marvel Anime Vol. 2 - Woodblock Echo Autographs,174,0,1,1,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Gold Spectrum,99,0,1,1,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Spectromatic Orange,11,0,1,1,0
2023,2023 Fleer Ultra Marvel Wolverine - Team Affiliations Orange Foil,4,0,1,1,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Emerald Green Foil,87,0,1,1,0
2022,2022 Fleer Ultra Marvel Avengers - 1st Appearances Orange Foil,7,0,1,1,0
2017,2017 Upper Deck Marvel Premier - 2017 Upper Deck Marvel Premier,1,0,1,1,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Spectromatic Red,14,0,1,1,0
2021,2021 SkyBox Metal Universe Marvel Spider-Man - Planet Metal Platinum,35,0,1,1,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Orange,96,0,1,1,0
2023,2023 Fleer Ultra Marvel Wolverine - Gold Spectrum Foil,98,0,1,1,0
2025,2025 Topps Marvel Comic Book Heroes 1975 Golden Anniversary - Gold,100,0,1,1,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Holofoil Tinsel,8,0,1,1,0
2022,"2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - Red Border",79,0,1,1,0
2023,2023 Fleer Ultra Marvel Wolverine - Medallions Gold,7,0,1,1,0
2023,2023 Fleer Ultra Marvel Wolverine - Animation Cel,15,0,1,1,1
2024,2024 Upper Deck Marvel Spider-Man Renditions - Marvel Universe Impel Artist Autographs,2,0,1,1,0
2024,2024 Upper Deck Marvel Beginnings Volume 2 Series 2 - Heavyweights Printing Plates Yellow,17,0,1,1,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Spectromatic Blue,18,0,1,1,0
2024,2024 Upper Deck Marvel Masterpieces '92 Platinum - Variant Cover Orange Lava,96,0,1,1,0
2023,2023 Upper Deck Marvel Platinum - VIP Black Achievements,30,0,1,1,1
2016,2016 Upper Deck Marvel Masterpieces - 1992 Marvel Masterpieces Autograph Buybacks,33,0,1,1,1
1996,1996 Ultra X-Men Wolverine - Mirage,1,0,1,1,0
2024,2024 Upper Deck Marvel Beginnings Volume 2 Series 2 - Blue Base,100,0,1,1,0
2024,2024 SkyBox Metal Universe Marvel Avengers - Planet Metal Iron Armor Platinum,20,0,1,1,0
2025,Marvel Tomorrow,3,0,1,1,0
2022,2022-23 Upper Deck Marvel Annual - Printing Plates Black,81,0,1,1,0
2023,2023 Upper Deck Marvel Platinum - Cosmic,13,0,1,1,0
1997,1997 Fleer/SkyBox X-Men '97 Timelines - New Recruits,72,0,1,1,0
2025,2025 Topps Chrome Marvel - Refractor,99,0,1,1,0
2022,2022 Fleer Ultra Marvel Avengers - Greatest Battles Green Foil,13,0,1,1,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Framed Masterpieces Gold,89,0,1,1,0
2023,2023 Fleer Ultra Marvel Wolverine - Aliases Blue Foil,13,0,1,1,0
2025,2025 Kakawow Aura Marvel - Aura Silver,194,0,1,1,0
2025,2025 Topps Chrome Sapphire Edition Marvel Studios - Padparadscha Sapphire,99,0,1,1,0
2021,2021 Upper Deck Marvel Legends (Gamestop) - 2021 Upper Deck Marvel Legends (Gamestop),60,0,1,1,2
2025,2025 Topps Chrome Marvel Studios - Sketch Artists,1,0,1,1,0
2022,2022 Fleer Ultra Marvel Avengers - Earth's Mightiest Spin-Offs Orange Foil,11,0,1,1,0
2020,2020-21 Upper Deck Marvel Annual - 2020-21 Upper Deck Marvel Annual,15,0,1,1,1
2024,2024 Fleer Ultra Matriarchs of Marvel - Purple Foil,100,0,1,1,0
2023,2023 Upper Deck Marvel Platinum - Super Statistics Mosaic,25,0,1,1,0
2016,2016 Upper Deck Marvel Masterpieces - What If... - Printing Plates Yellow,90,0,1,1,0
2025,2025 Kakawow Aura Marvel - Script Art Single Purple,20,0,1,1,0
2021,2021 SkyBox Metal Universe Marvel Spider-Man - Orange Light FX,105,0,1,1,0
2025,2025 Topps Chrome Marvel - Galactic Legends,10,0,1,1,1
2018,2018 Upper Deck Marvel Masterpieces - Gold Foil,2,0,1,1,0
2024,2024 Upper Deck Marvel Spider-Man - Monumental Covers,25,0,1,1,0
2025,2025 Kakawow Aura Marvel - The Legend of Iron Man Gold,10,0,1,1,0
2022,2022 SkyBox Marvel Masterpieces - Battle Spectrum Red,14,0,1,1,0
2025,2025 Kakawow Cosmos Marvel - Cut Signatures,4,0,1,1,0
2023,2023 Fleer Ultra Marvel Wolverine - eX Century Essential Credentials Now,52,0,1,1,0
2024,2024 SkyBox Metal Universe Marvel Avengers - Geodes,21,0,1,1,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Doombase,1,0,1,1,0
2025,2025 Kakawow Aura Marvel - The Legend of Spider-Man Silver,1,0,1,1,0
2025,2025 Topps Chrome Marvel Studios - Loki Refractor,97,0,1,1,1
2008,2008 Upper Deck Marvel Masterpieces Set 2 - Avengers,9,0,1,1,1
2023,2023 Fleer Ultra Marvel Midnight Sons - Medallions Emerald Green,49,0,1,1,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Blue Wave Foil,86,0,1,1,0
2025,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,10,0,1,1,0
2023,2023 Fleer Ultra Marvel Wolverine - eX Century Essential Credentials Future,68,0,1,1,0
2025,2025 Topps Marvel Comic Book Heroes 1975 Golden Anniversary - Gold Mini-Diamonds,100,0,1,1,0
2022,2022 Upper Deck Marvel Unbound - 2022 Upper Deck Marvel Unbound,52,0,1,1,0
2025,2025 Topps Chrome Marvel - Air Marvel Shadowbox,10,0,1,1,1
2026,Comic Book Artist Autographs - Red,29,0,0,0,0
2015,2015 Rittenhouse Marvel The Avengers Silver Age - Silver,22,0,0,0,0
2025,2025 Kakawow Aura Marvel - The Legend of Iron Man Silver,2,0,0,0,0
2024,2024 SkyBox Metal Universe Marvel Avengers - Retro White Diamond Achievements,50,0,0,0,0
2026,Superfractor 1/142,1,0,0,0,0
2023,2023-24 Upper Deck Marvel Annual - Variant Cover Printing Plates Black,100,0,0,0,0
2016,2016 Upper Deck Marvel Annual - Printing Plate Magenta,100,0,0,0,0
2023,2023 Upper Deck Marvel Thor Love and Thunder - Friends From Work Red Autographs,6,0,0,0,0
2015,2015 Rittenhouse Marvel: Agents of S.H.I.E.L.D. Season 1 - 2015 Rittenhouse Marvel: Agents of S.H.I.E.L.D. Season 1,17,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - One Last Ride Printing Plates Cyan,7,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - Gold Rainbow Foil,100,0,0,0,0
2017,2017 Upper Deck Marvel Premier - Classic Art Shadowbox Achievement,5,0,0,0,0
2023,2023 Upper Deck Marvel Wandavision - 1970s One Lifetime or Another Film Cels,6,0,0,0,0
2018,2018-19 Upper Deck Marvel Annual - Top 10 Heroes Printing Plates Black,10,0,0,0,0
2015,2015 Fleer Retro Marvel - 1992 Impel Uncanny X-Men Printing Plate Yellow,15,0,0,0,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Thaumaturgical Artifacts Blue,9,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Yellow Crackle,28,0,0,0,0
2023,2023 Upper Deck Marvel Wandavision - Sketch Artists,1,0,0,0,0
2018,2018 Upper Deck Marvel Masterpieces - What If Clear Achievements,3,0,0,0,0
2019,2019-20 Upper Deck Marvel Annual - Pack Wars,2,0,0,0,0
2026,Superfractor 1/85,1,0,0,0,0
2023,2023 Upper Deck Marvel Loki Season 1 - Orange,90,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Mirage,15,0,0,0,0
2026,Superfractor 1/174,1,0,0,0,0
2025,2025 Topps Chrome Marvel Studios - TVA Pruning Red Shimmer Refractor,25,0,0,0,0
2007,2007 Rittenhouse Spider-Man 3 - Dealer Incentive Sketches,1,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 1 - SP Authentic Future Watch Retros,10,0,0,0,0
2002,2002 FilmCardz Spider-Man - Retail,9,0,0,0,0
2021,2021 Upper Deck Marvel Black Diamond - Infinity Stones Diamond Relics,70,0,0,0,0
2023,2023 Upper Deck Marvel Doctor Strange in the Multiverse of Madness - Is There A Doctor In The House Black,20,0,0,0,0
2023,2023 Upper Deck Marvel Thor Love and Thunder - Ensemble Autographs,12,0,0,0,0
2007,2007 Rittenhouse Spider-Man 3 - Venom,3,0,0,0,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Strange Tales Green,18,0,0,0,0
2014,2014 Upper Deck Marvel Premier - Triple Panel Sketch Booklets,1,0,0,0,0
2015,2015 Upper Deck Marvel Ant-Man - Sketch Artists,1,0,0,0,0
2026,Superfractor 1/7,1,0,0,0,0
2018,2018 Fleer Ultra X-Men - Achievements,2,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Canvas Gallery Printing Plates Black,10,0,0,0,0
2012,2012 Upper Deck Marvel Beginnings S3 - 2012 Upper Deck Marvel Beginnings S3,99,0,0,0,0
2012,2012 Upper Deck Marvel Beginnings S3 - Sketches,1,0,0,0,0
2025,2025 Topps Chrome Marvel - Red Shimmer,100,0,0,0,0
2023,2023 Upper Deck Marvel Anime Vol. 2 - Wolverine’s Journey Artist Autographs,25,0,0,0,0
2023,2023 Upper Deck Marvel Doctor Strange in the Multiverse of Madness - 2023 Upper Deck Marvel Doctor Strange in the Multiverse of Madness,75,0,0,0,0
2021,2021 Upper Deck Marvel Black Diamond - Diamond Shards Dual Relics,8,0,0,0,0
2023,2023 Upper Deck Marvel Premier - Red Foil,50,0,0,0,0
2024,2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red,43,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Vol. 3 Speckle,20,0,0,0,0
2023,2023 Upper Deck Marvel Moon Knight - Gun Metal,90,0,0,0,0
2024,2024 Finding Unicorn Marvel Comics Universe Evolution - First Appearance Gold,14,0,0,0,0
2023,2023 Upper Deck Marvel Guardians of the Galaxy Vol. 3 Weekly - SSP Variants,3,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Stop Motion Blue,10,0,0,0,0
2023,2023 Upper Deck Marvel Hawkeye - All Wrapped Up Silver,10,0,0,0,0
2023,2023 Upper Deck Marvel Wandavision - 1960s One Lifetime or Another Film Cels,6,0,0,0,0
2009,2009 Rittenhouse Spider-Man Archives - Promos,43,0,0,0,1
2025,2025 Topps Chrome Sapphire Edition Marvel Studios - Sketch Artists Gold Foil,1,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Canvas Gallery Gold,10,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Sunrise,91,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 1 - Fluorescence Gold,25,0,0,0,0
2026,Superfractor 1/73,1,0,0,0,0
2025,2025 Kakawow Aura Marvel - Marvel 80s Legends Gold,10,0,0,0,0
2018,2018 Upper Deck Marvel's The Defenders - 2018 Upper Deck Marvel's The Defenders,24,0,0,0,0
2015,2015 Upper Deck Marvel Vibranium - Universal Heroes Printing Plates Magenta,20,0,0,0,0
2023,2023 Upper Deck Marvel Hawkeye - 2023 Upper Deck Marvel Hawkeye,1,0,0,0,0
2023,2023 Upper Deck Marvel Wandavision - 1990s One Lifetime or Another Film Cels,6,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 2: Cinematic - Jumbo,14,0,0,0,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Cracks in the Tombstones,10,0,0,0,0
2023,2023 Upper Deck Marvel Doctor Strange in the Multiverse of Madness - Ensemble,25,0,0,0,0
2026,Finest Autographs - Green Refractor,13,0,0,0,0
2025,2025 Topps Chrome Sapphire Edition Marvel Studios - Sapphire Selections Orange Sapphire,10,0,0,0,0
2012,2012 Upper Deck Marvel Beginnings S3 - Ultimate Focus Panel Comic Cuts,11,0,0,0,0
2022,2022 Upper Deck Spider-Man: Into the Spider-Verse - In the Vault Character Patches Manufactured Relics Ultimate Gold,1,0,0,0,0
2008,2008 Upper Deck Marvel Masterpieces Set 3 - Writer Autographs,25,0,0,0,0
2011,2011 Rittenhouse Marvel: Dangerous Divas - Promo,5,0,0,0,0
2023,2023 Upper Deck Marvel Eternals - Green,59,0,0,0,0
2016,2016 Upper Deck Marvel Doctor Strange - Strange Change,8,0,0,0,0
2016,2016 Upper Deck Marvel Gems - Diamond Cut Round,2,0,0,0,0
2025,The Collectors Museum,4,0,0,0,0
2025,2025 Topps Chrome Marvel - Air Marvel Black Refractor,10,0,0,0,0
