Set Number,Set Year,Main Set Name,Sub Set Name
1756,2019,2019-20 Upper Deck Marvel Annual,Fractal  
1757,2019,2019-20 Upper Deck Marvel Annual,Future Watch Heroes  
1758,2019,2019-20 Upper Deck Marvel Annual,Future Watch Heroes Classic  
1759,2019,2019-20 Upper Deck Marvel Annual,Future Watch Heroes Printing Plates Black  
1760,2019,2019-20 Upper Deck Marvel Annual,Future Watch Heroes Printing Plates Cyan  
1761,2019,2019-20 Upper Deck Marvel Annual,Future Watch Heroes Printing Plates Magenta  
1762,2019,2019-20 Upper Deck Marvel Annual,Future Watch Heroes Printing Plates Yellow  
1763,2019,2019-20 Upper Deck Marvel Annual,Hologram  
1764,2019,2019-20 Upper Deck Marvel Annual,Humble Beginnings  
1765,2019,2019-20 Upper Deck Marvel Annual,Humble Beginnings Printing Plates Black  
1766,2019,2019-20 Upper Deck Marvel Annual,Humble Beginnings Printing Plates Cyan  
1767,2019,2019-20 Upper Deck Marvel Annual,Humble Beginnings Printing Plates Magenta  
1768,2019,2019-20 Upper Deck Marvel Annual,Humble Beginnings Printing Plates Yellow  
1769,2019,2019-20 Upper Deck Marvel Annual,Number 1 Spot  
1770,2019,2019-20 Upper Deck Marvel Annual,Number 1 Spot Printing Plates Black  
1771,2019,2019-20 Upper Deck Marvel Annual,Number 1 Spot Printing Plates Cyan  
1772,2019,2019-20 Upper Deck Marvel Annual,Number 1 Spot Printing Plates Magenta  
1773,2019,2019-20 Upper Deck Marvel Annual,Number 1 Spot Printing Plates Yellow  
1774,2019,2019-20 Upper Deck Marvel Annual,Pack Wars  
1775,2019,2019-20 Upper Deck Marvel Annual,Pack Wars Leaderboard Bronze  
1776,2019,2019-20 Upper Deck Marvel Annual,Pack Wars Leaderboard Gold  
1777,2019,2019-20 Upper Deck Marvel Annual,Pack Wars Leaderboard Silver  
1778,2019,2019-20 Upper Deck Marvel Annual,Sketch Artists  
1779,2019,2019-20 Upper Deck Marvel Annual,Sketch Cards 2017 Update  
1780,2019,2019-20 Upper Deck Marvel Annual,Splash-Ticular 3D  
1781,2019,2019-20 Upper Deck Marvel Annual,Variant Cover  
1782,2020,2020 Leclerc Marvel: Deviens un Héros,  
1783,2020,2020 Leclerc Marvel: Deviens un Héros,Sticker Backs  
1784,2020,2020 Marvel Andamiro Avengers Arcade,  
1785,2020,2020 Marvel Comics Thor #1 Promos,  
1786,2020,2020 Marvel Comics Villains Playing Cards,  
1787,2020,2020 Panini Marvel 80 Years Stickers,  
1788,2020,2020 Panini Marvel 80 Years Stickers,Limited Edition  
1789,2020,2020 Panini Marvel 80 Years Stickers,Trading Cards  
1790,2020,2020 SkyBox Marvel Masterpieces,  
1791,2020,2020 SkyBox Marvel Masterpieces,Battle Spectra  
1792,2020,2020 SkyBox Marvel Masterpieces,Battle Spectra Gems  
1793,2020,2020 SkyBox Marvel Masterpieces,Dave Palumbo Originals  
1794,2020,2020 SkyBox Marvel Masterpieces,Epic Purple  
1795,2020,2020 SkyBox Marvel Masterpieces,Gold Foil  
1796,2020,2020 SkyBox Marvel Masterpieces,Holofoil  
1797,2020,2020 SkyBox Marvel Masterpieces,Holofoil Kaleidoscope  
1798,2020,2020 SkyBox Marvel Masterpieces,Holofoil Speckle  
1799,2020,2020 SkyBox Marvel Masterpieces,Legendary Orange  
1800,2020,2020 SkyBox Marvel Masterpieces,Metallurgy  
1801,2020,2020 SkyBox Marvel Masterpieces,Mirage  
1802,2020,2020 SkyBox Marvel Masterpieces,Preliminary Art  
1803,2020,2020 SkyBox Marvel Masterpieces,Printing Plates Black  
1804,2020,2020 SkyBox Marvel Masterpieces,Printing Plates Cyan  
1805,2020,2020 SkyBox Marvel Masterpieces,Printing Plates Magenta  
1806,2020,2020 SkyBox Marvel Masterpieces,Printing Plates Yellow  
1807,2020,2020 SkyBox Marvel Masterpieces,Promo  
1808,2020,2020 SkyBox Marvel Masterpieces,Rainbow Achievement  
1809,2020,2020 SkyBox Marvel Masterpieces,Red Spectrum Foil  
1810,2020,2020 SkyBox Marvel Masterpieces,Silver Spectrum Foil Autographs  
1811,2020,2020 SkyBox Marvel Masterpieces,Sketch Comic Covers  
1812,2020,2020 SkyBox Marvel Masterpieces,Sketches  
1813,2020,2020 SkyBox Marvel Masterpieces,Uncut Sheet Redemption  
1814,2020,2020 SkyBox Marvel Masterpieces,What If  
1815,2020,2020 SkyBox Marvel Masterpieces,What If Acetate Achievement  
1816,2020,2020 SkyBox Marvel Masterpieces,What If Autographs  
1817,2020,2020 SkyBox Marvel Masterpieces,What If Printing Plates Black  
1818,2020,2020 SkyBox Marvel Masterpieces,What If Printing Plates Cyan  
1819,2020,2020 SkyBox Marvel Masterpieces,What If Printing Plates Magenta  
1820,2020,2020 SkyBox Marvel Masterpieces,What If Printing Plates Yellow  
1821,2020,2020 SkyBox Marvel Masterpieces,What If Rainbow Achievement  
1822,2020,2020 Upper Deck Marvel Ages,  
1823,2020,2020 Upper Deck Marvel Ages,3-D Lenticular Puzzles  
1824,2020,2020 Upper Deck Marvel Ages,Artist Spotlight featuring Steve Ditko  
1825,2020,2020 Upper Deck Marvel Ages,Color Wheel  
1826,2020,2020 Upper Deck Marvel Ages,Comic Clippings  
1827,2020,2020 Upper Deck Marvel Ages,Comic Clippings Autographs  
1828,2020,2020 Upper Deck Marvel Ages,Comic Clippings Coinage  
1829,2020,2020 Upper Deck Marvel Ages,Decades 1960s  
1830,2020,2020 Upper Deck Marvel Ages,Decades 1970s  
1831,2020,2020 Upper Deck Marvel Ages,Decades 1980s  
1832,2020,2020 Upper Deck Marvel Ages,Decades 1990s  
1833,2020,2020 Upper Deck Marvel Ages,Decades 2000s  
1834,2020,2020 Upper Deck Marvel Ages,Decades 2010s  
1835,2020,2020 Upper Deck Marvel Ages,Flavorful  
1836,2020,2020 Upper Deck Marvel Ages,Fresnel  
1837,2020,2020 Upper Deck Marvel Ages,Gamerverse  
1838,2020,2020 Upper Deck Marvel Ages,High Series Foil Board  
1839,2020,2020 Upper Deck Marvel Ages,Low Series Stickers  
1840,2020,2020 Upper Deck Marvel Ages,Metal Relics Bronze  
1841,2020,2020 Upper Deck Marvel Ages,Metal Relics Copper  
1842,2020,2020 Upper Deck Marvel Ages,Metal Relics Gold  
1843,2020,2020 Upper Deck Marvel Ages,Metal Relics Silver  
1844,2020,2020 Upper Deck Marvel Ages,Mid-Series Photo Variants  
1845,2020,2020 Upper Deck Marvel Ages,Negative Achievements  
1846,2020,2020 Upper Deck Marvel Ages,Saturday Morning Cartoons  
1847,2020,2020 Upper Deck Marvel Ages,Sketch Artists  
1848,2020,2020 Upper Deck Marvel Ages,Totally Toys  
1849,2020,2020 Upper Deck Marvel Ages,Word Cloud  
1850,2020,2020 Upper Deck Marvel Anime,  
1851,2020,2020 Upper Deck Marvel Anime,Capsule Characters Gold  
1852,2020,2020 Upper Deck Marvel Anime,Capsule Characters Green  
1853,2020,2020 Upper Deck Marvel Anime,Capsule Characters Mini Gold  
1854,2020,2020 Upper Deck Marvel Anime,Capsule Characters Mini Green  
1855,2020,2020 Upper Deck Marvel Anime,Capsule Characters Mini Red  
1856,2020,2020 Upper Deck Marvel Anime,Capsule Characters Red  
1857,2020,2020 Upper Deck Marvel Anime,Chibi  
1858,2020,2020 Upper Deck Marvel Anime,Color Spiral  
1859,2020,2020 Upper Deck Marvel Anime,Edo Heroes Achievements  
1860,2020,2020 Upper Deck Marvel Anime,Hanafuda  
1861,2020,2020 Upper Deck Marvel Anime,Hyper Mosaic  
1862,2020,2020 Upper Deck Marvel Anime,Idols  
1863,2020,2020 Upper Deck Marvel Anime,Japanese Mega Moon  
1864,2020,2020 Upper Deck Marvel Anime,Kaiju  
1865,2020,2020 Upper Deck Marvel Anime,Kaiju Artist Auto  
1866,2020,2020 Upper Deck Marvel Anime,Mechanized  
1867,2020,2020 Upper Deck Marvel Anime,Mechanized Artist Auto  
1868,2020,2020 Upper Deck Marvel Anime,Red Foil Artist Auto  
1869,2020,2020 Upper Deck Marvel Anime,Sketch Artists  
1870,2020,2020 Upper Deck Marvel Anime,Stax Bottom Layer  
1871,2020,2020 Upper Deck Marvel Anime,Stax Middle Layer  
1872,2020,2020 Upper Deck Marvel Anime,Stax Top Layer  
1873,2020,2020 Upper Deck Marvel Cyber,  
1874,2020,2020 Upper Deck Marvel Cyber,Promo  
1875,2020,2020 Upper Deck Marvel Weekly,  
1876,2020,2020 Upper Deck Marvel Weekly,Achievements  
1877,2020,2020 Upper Deck Marvel Weekly,Comic Clash  
1878,2020,2020 Upper Deck Marvel Weekly,Comic Clash Self Destructive  
1879,2020,2020 Upper Deck Marvel Weekly,Frozen In Time Achievements  
1880,2020,2020 Upper Deck Marvel Weekly,Negative Variant  
1881,2020,2020 Upper Deck Marvel Weekly,Sketch Card Achievements  
1882,2020,2020 Upper Deck Marvel's Runaways,  
1883,2020,2020 Upper Deck Marvel's Runaways,#1 Photo Variant Autographs  
1884,2020,2020 Upper Deck Marvel's Runaways,Sketches  
1885,2020,2020 Upper Deck Marvel's Runaways,Sketches 2-Piece Puzzles  
1886,2020,2020 Upper Deck Marvel's Runaways,Sketches 3-Piece Puzzles  
1887,2020,2020 Upper Deck Marvel's Runaways,Sketches 4-Piece Puzzles  
1888,2020,2020 Upper Deck Marvel's Runaways,The Staff of One Autographs  
1889,2020,2020 Upper Deck Marvel's Runaways,The Staff of One Autographs Inscriptions  
1890,2020,2020 Upper Deck Marvel's Runaways,Wanted Autographs  
1891,2020,2020 Upper Deck Marvel's Runaways,Wanted Autographs Inscriptions  
1892,2020,2020 Upper Deck Marvel's Runaways,Wanted Dual Autographs  
1893,2020,2020-21 Upper Deck Marvel Annual,  
1894,2020,2020-21 Upper Deck Marvel Annual,Annual Impact  
1895,2020,2020-21 Upper Deck Marvel Annual,Base Variant Cover Set  
1896,2020,2020-21 Upper Deck Marvel Annual,Base Variant Cover Set Printing Plates Black  
1897,2020,2020-21 Upper Deck Marvel Annual,Base Variant Cover Set Printing Plates Cyan  
1898,2020,2020-21 Upper Deck Marvel Annual,Base Variant Cover Set Printing Plates Magenta  
1899,2020,2020-21 Upper Deck Marvel Annual,Base Variant Cover Set Printing Plates Yellow  
1900,2020,2020-21 Upper Deck Marvel Annual,Creators Collection Autographs  
1901,2020,2020-21 Upper Deck Marvel Annual,Creators Corner Variant Achievement Autographs  
1902,2020,2020-21 Upper Deck Marvel Annual,Foilboard Hologram  
1903,2020,2020-21 Upper Deck Marvel Annual,Fractal  
1904,2020,2020-21 Upper Deck Marvel Annual,Hologram  
1905,2020,2020-21 Upper Deck Marvel Annual,Hologram Printing Plates Black  
1906,2020,2020-21 Upper Deck Marvel Annual,Hologram Printing Plates Cyan  
1907,2020,2020-21 Upper Deck Marvel Annual,Hologram Printing Plates Magenta  
1908,2020,2020-21 Upper Deck Marvel Annual,Hologram Printing Plates Yellow  
1909,2020,2020-21 Upper Deck Marvel Annual,Humble Beginnings  
1910,2020,2020-21 Upper Deck Marvel Annual,Number 1 Spot  
1911,2020,2020-21 Upper Deck Marvel Annual,Number 1 Spot Printing Plate Achievements Black  
1912,2020,2020-21 Upper Deck Marvel Annual,Number 1 Spot Printing Plate Achievements Cyan  
1913,2020,2020-21 Upper Deck Marvel Annual,Number 1 Spot Printing Plate Achievements Magenta  
1914,2020,2020-21 Upper Deck Marvel Annual,Number 1 Spot Printing Plate Achievements Yellow  
1915,2020,2020-21 Upper Deck Marvel Annual,Pack Wars Leaderboard Bronze  
1916,2020,2020-21 Upper Deck Marvel Annual,Pack Wars Leaderboard Gold  
1917,2020,2020-21 Upper Deck Marvel Annual,Pack Wars Leaderboard Silver  
1918,2020,2020-21 Upper Deck Marvel Annual,Pack Wars Victor Prize  
1919,2020,2020-21 Upper Deck Marvel Annual,Printing Plates Black  
1920,2020,2020-21 Upper Deck Marvel Annual,Printing Plates Cyan  
1921,2020,2020-21 Upper Deck Marvel Annual,Printing Plates Magenta  
1922,2020,2020-21 Upper Deck Marvel Annual,Printing Plates Yellow  
1923,2020,2020-21 Upper Deck Marvel Annual,Sketch Cards  
1924,2020,2020-21 Upper Deck Marvel Annual,Splash-ticular 3D  
1925,2020,2020-21 Upper Deck Marvel Annual,Star Rookies  
1926,2020,2020-21 Upper Deck Marvel Annual,Star Rookies Classic Achievements  
1927,2020,2020-21 Upper Deck Marvel Annual,Wolverine vs Sabretooth Battle Booklet Sketch Card Achievements  
1928,2021,2021 Circle K Marvel Shieldz,  
1929,2021,2021 E.Leclerc Marvel: Révèle ton Pouvoir,  
1930,2021,2021 Marvel Heroes Reborn,  
1931,2021,2021 Panini Marvel Versus,  
1932,2021,2021 Panini Marvel Versus,Collectibles  
1933,2021,2021 Panini Marvel Versus,Limited Edition  
1934,2021,2021 SkyBox Metal Universe Marvel Spider-Man,  
1935,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Amazing Fantasy 15 Comic Cuts Clippings  
1936,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Blue Light FX  
1937,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Comic Cuts Autographed Masterworks  
1938,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Comic Cuts Clippings  
1939,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Daily Bugle Headlines  
1940,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Gold Bullion Achievements  
1941,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Gold Light FX  
1942,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Grandiose  
1943,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Neon Green Light FX  
1944,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Orange Light FX  
1945,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Palladium  
1946,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Pink Light FX  
1947,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Planet Metal  
1948,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Planet Metal Copper  
1949,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Planet Metal Gold  
1950,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Planet Metal Platinum  
1951,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Platinum Portraits  
1952,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Precious Metal Gems Green  
1953,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Precious Metal Gems Red  
1954,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Purple Light FX  
1955,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Retro Animated Series Die Cut  
1956,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Rogues Gallery  
1957,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Sketches  
1958,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Skyscraper Shadow Box  
1959,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Turquoise Light FX  
1960,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Yellow FX  
1961,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Z-Force Amazing Rave  
1962,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Z-Force Rave  
1963,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Z-Force Spectacular Rave  
1964,2021,2021 SkyBox Metal Universe Marvel Spider-Man,Z-Force Super Rave  
1965,2021,2021 SkyBox Metal Universe Marvel X-Men,  
1966,2021,2021 SkyBox Metal Universe Marvel X-Men,Arc Weld  
1967,2021,2021 SkyBox Metal Universe Marvel X-Men,Black  
1968,2021,2021 SkyBox Metal Universe Marvel X-Men,Blast Furnace  
1969,2021,2021 SkyBox Metal Universe Marvel X-Men,Blue  
1970,2021,2021 SkyBox Metal Universe Marvel X-Men,Comic Cuts Clipping  
1971,2021,2021 SkyBox Metal Universe Marvel X-Men,Comic Cuts Masterworks Clipping Autographs  
1972,2021,2021 SkyBox Metal Universe Marvel X-Men,Etch Sketch  
1973,2021,2021 SkyBox Metal Universe Marvel X-Men,Geodes  
1974,2021,2021 SkyBox Metal Universe Marvel X-Men,Gold  
1975,2021,2021 SkyBox Metal Universe Marvel X-Men,Gold Buillon  
1976,2021,2021 SkyBox Metal Universe Marvel X-Men,Grandiose  
1977,2021,2021 SkyBox Metal Universe Marvel X-Men,Palladium  
1978,2021,2021 SkyBox Metal Universe Marvel X-Men,Pink  
1979,2021,2021 SkyBox Metal Universe Marvel X-Men,Planet Metal  
1980,2021,2021 SkyBox Metal Universe Marvel X-Men,Planet Metal Copper  
1981,2021,2021 SkyBox Metal Universe Marvel X-Men,Planet Metal Gold  
1982,2021,2021 SkyBox Metal Universe Marvel X-Men,Planet Metal Platinum  
1983,2021,2021 SkyBox Metal Universe Marvel X-Men,Platinum Portraits  
1984,2021,2021 SkyBox Metal Universe Marvel X-Men,Precious Metal Gems Green  
1985,2021,2021 SkyBox Metal Universe Marvel X-Men,Precious Metal Gems Red  
1986,2021,2021 SkyBox Metal Universe Marvel X-Men,Purely Periodic  
1987,2021,2021 SkyBox Metal Universe Marvel X-Men,Purple FX  
1988,2021,2021 Upper Deck Marvel Black Diamond,  
1989,2021,2021 Upper Deck Marvel Black Diamond,Diamond Cutters  
1990,2021,2021 Upper Deck Marvel Black Diamond,Diamond Facet  
1991,2021,2021 Upper Deck Marvel Black Diamond,Diamond Facet Autographs  
1992,2021,2021 Upper Deck Marvel Black Diamond,Diamond Plate Autographs  
1993,2021,2021 Upper Deck Marvel Black Diamond,Diamond Plate Black Autographs  
1994,2021,2021 Upper Deck Marvel Black Diamond,Diamond Relics  
1995,2021,2021 Upper Deck Marvel Black Diamond,Diamond Shards Autographs  
1996,2021,2021 Upper Deck Marvel Black Diamond,Diamond Shards Dual Relics  
1997,2021,2021 Upper Deck Marvel Black Diamond,Diamond Shards Relics  
1998,2021,2021 Upper Deck Marvel Black Diamond,Diamond Shards Triple Relics  
1999,2021,2021 Upper Deck Marvel Black Diamond,Exquisite Collection  
2000,2021,2021 Upper Deck Marvel Black Diamond,Exquisite Collection Autographs  
2001,2021,2021 Upper Deck Marvel Black Diamond,Exquisite Collection Autographs Black Foil  
2002,2021,2021 Upper Deck Marvel Black Diamond,Exquisite Collection Black  
2003,2021,2021 Upper Deck Marvel Black Diamond,Exquisite Collection Blue  
2004,2021,2021 Upper Deck Marvel Black Diamond,Exquisite Collection Green  
2005,2021,2021 Upper Deck Marvel Black Diamond,Exquisite Collection Orange  
2006,2021,2021 Upper Deck Marvel Black Diamond,Exquisite Collection Printing Plate Booklets Black  
2007,2021,2021 Upper Deck Marvel Black Diamond,Exquisite Collection Printing Plate Booklets Cyan  
2008,2021,2021 Upper Deck Marvel Black Diamond,Exquisite Collection Printing Plate Booklets Magenta  
2009,2021,2021 Upper Deck Marvel Black Diamond,Exquisite Collection Printing Plate Booklets Yellow  
2010,2021,2021 Upper Deck Marvel Black Diamond,Exquisite Collection Purple  
2011,2021,2021 Upper Deck Marvel Black Diamond,Exquisite Collection Red  
2012,2021,2021 Upper Deck Marvel Black Diamond,Exquisite Collection Sketches  
2013,2021,2021 Upper Deck Marvel Black Diamond,Exquisite Collection Yellow  
2014,2021,2021 Upper Deck Marvel Black Diamond,Gemography Auto Diamond  
2015,2021,2021 Upper Deck Marvel Black Diamond,Gold Autographs  
2016,2021,2021 Upper Deck Marvel Black Diamond,Gold Autographs Red Variant  
2017,2021,2021 Upper Deck Marvel Black Diamond,Infinity Stones Diamond Relics  
2018,2021,2021 Upper Deck Marvel Black Diamond,Polished Patches Autographs Manufactured Relics  
2019,2021,2021 Upper Deck Marvel Black Diamond,Polished Patches Jumbo  
2020,2021,2021 Upper Deck Marvel Black Diamond,Polished Patches Manufactured Relics  
2021,2021,2021 Upper Deck Marvel Black Diamond,Polished Patches Puzzles Manufactured Relics  
2022,2021,2021 Upper Deck Marvel Black Diamond,Red  
2023,2021,2021 Upper Deck Marvel Black Diamond,Retro Diamond Relics  
2024,2021,2021 Upper Deck Marvel Black Diamond,Sketches  
2025,2021,2021 Upper Deck Marvel Black Diamond,Triskelion Autographs  
2026,2021,2021 Upper Deck Marvel Black Diamond,Triskelion Black Autographs Tier 1  
