Category,SetNumber/ID,Year,Name,MatchedWith,Similarity
CLOSE_MATCH,CSV#3482,2024,"2024 SkyBox Metal Universe Marvel Avengers - Planet Metal Iron Armor Copper","2024 skybox metal universe avengers planet metal iron armor Copper (ID:1099)",90%
CLOSE_MATCH,CSV#3483,2024,"2024 SkyBox Metal Universe Marvel Avengers - Planet Metal Iron Armor Gold","2024 skybox metal universe avengers planet metal iron armor Gold (ID:1100)",90%
CLOSE_MATCH,CSV#3484,2024,"2024 SkyBox Metal Universe Marvel Avengers - Planet Metal Iron Armor Platinum","2024 skybox metal universe avengers planet metal iron armor Platinum (ID:1101)",90%
CLOSE_MATCH,CSV#3485,2024,"2024 SkyBox Metal Universe Marvel Avengers - Platinium Portraits","2024 skybox metal universe avengers Green Precious Metal Gems (ID:1088)",63%
CLOSE_MATCH,CSV#3486,2024,"2024 SkyBox Metal Universe Marvel Avengers - Precious Metal Gems Blue","2024 skybox metal universe avengers Blue Precious Metal Gems (ID:1079)",89%
CLOSE_MATCH,CSV#3487,2024,"2024 SkyBox Metal Universe Marvel Avengers - Precious Metal Gems Gold","2024 skybox metal universe avengers Gold Precious Metal Gems (ID:1086)",89%
CLOSE_MATCH,CSV#3489,2024,"2024 SkyBox Metal Universe Marvel Avengers - Precious Metal Gems Red","2024 skybox metal universe avengers Red Precious Metal Gems (ID:1106)",89%
CLOSE_MATCH,CSV#3491,2024,"2024 SkyBox Metal Universe Marvel Avengers - Printing Plate Black","2024 skybox metal universe avengers Printing Plate (ID:1102)",78%
CLOSE_MATCH,CSV#3495,2024,"2024 SkyBox Metal Universe Marvel Avengers - Purely Periodic","2024 skybox metal universe avengers purely periodic (ID:1103)",88%
CLOSE_MATCH,CSV#3497,2024,"2024 SkyBox Metal Universe Marvel Avengers - Purple FX","2024 skybox metal universe avengers Purple FX (ID:1105)",88%
CLOSE_MATCH,CSV#3498,2024,"2024 SkyBox Metal Universe Marvel Avengers - Retro","2024 skybox metal universe avengers retro (ID:1107)",86%
CLOSE_MATCH,CSV#3499,2024,"2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Blue","2024 skybox metal universe avengers retro Blue Precious Metal Gems (ID:1108)",90%
CLOSE_MATCH,CSV#3500,2024,"2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Gold","2024 skybox metal universe avengers retro Gold Precious Metal Gems (ID:1109)",90%
CLOSE_MATCH,CSV#3501,2024,"2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Green","2024 skybox metal universe avengers retro Green Precious Metal Gems (ID:1110)",90%
CLOSE_MATCH,CSV#3502,2024,"2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Purple","2024 skybox metal universe avengers retro Purple Precious Metal Gems (ID:1112)",90%
CLOSE_MATCH,CSV#3503,2024,"2024 SkyBox Metal Universe Marvel Avengers - Retro Precious Metal Gems Red","2024 skybox metal universe avengers retro Red Precious Metal Gems (ID:1113)",90%
CLOSE_MATCH,CSV#3510,2024,"2024 Topps Chrome Marvel - Avengers Infinity Black Wave Refractor","marvel 2024 topps chrome avengers infinity Black Wave (ID:1956)",89%
CLOSE_MATCH,CSV#3514,2024,"2024 Topps Chrome Marvel - Blue Wave Refractor","marvel 2024 topps chrome Blue Wave (ID:1961)",86%
CLOSE_MATCH,CSV#3516,2024,"2024 Topps Chrome Marvel - Daredevil 60th Anniversary Black Wave Refractor","marvel 2024 topps chrome daredevil 60th anniversary Black Wave (ID:1976)",90%
CLOSE_MATCH,CSV#3524,2024,"2024 Topps Chrome Marvel - Green Gamma Ray Wave Refractor","marvel 2024 topps chrome Green Gamma Ray Wave (ID:1996)",89%
CLOSE_MATCH,CSV#3527,2024,"2024 Topps Chrome Marvel - Indestructible Black Lazer Refractor","marvel 2024 topps chrome indestructible Black Lazer (ID:2007)",88%
CLOSE_MATCH,CSV#3528,2024,"2024 Topps Chrome Marvel - Indestructible Red Lazer Refractor","marvel 2024 topps chrome indestructible Red Lazer (ID:2008)",88%
CLOSE_MATCH,CSV#3530,2024,"2024 Topps Chrome Marvel - Mask Off Black Wave Refractor","marvel 2024 topps chrome mask off Black Wave (ID:2011)",89%
CLOSE_MATCH,CSV#3539,2024,"2024 Topps Chrome Marvel - Spider-man Gold Black Wave Refractor","marvel 2024 topps chrome spider man gold Black Wave (ID:2035)",90%
CLOSE_MATCH,CSV#3546,2024,"2024 Topps Chrome Marvel - Thor's Hammer Black Wave Refractor","marvel 2024 topps chrome wolverine 50th anniversary Black Wave (ID:2043)",60%
CLOSE_MATCH,CSV#3549,2024,"2024 Topps Chrome Marvel - Topps Patrimony Black Wave Refractor","marvel 2024 topps chrome patrimony Black Wave (ID:2018)",88%
CLOSE_MATCH,CSV#3553,2024,"2024 Topps Chrome Marvel - Wolverine 50th Anniversary (Through the Years) Red Refractor","marvel 2024 topps chrome wolverine 50th anniversary Red Refractor (ID:2044)",75%
CLOSE_MATCH,CSV#3554,2024,"2024 Topps Chrome Marvel - Wolverine 50th Anniversary (Through the Years) SuperFractor","marvel 2024 topps chrome wolverine 50th anniversary Superfractor (ID:2045)",73%
CLOSE_MATCH,CSV#3555,2024,"2024 Topps Chrome Sapphire Edition Marvel","marvel 2024 topps chrome Papradascha Sapphire (ID:2016)",83%
CLOSE_MATCH,CSV#3556,2024,"2024 Topps Chrome Sapphire Edition Marvel - Black Sapphire","marvel 2024 topps chrome Black Sapphire (ID:1959)",86%
CLOSE_MATCH,CSV#3557,2024,"2024 Topps Chrome Sapphire Edition Marvel - Gold Sapphire","marvel 2024 topps chrome Gold Sapphire (ID:1994)",86%
CLOSE_MATCH,CSV#3558,2024,"2024 Topps Chrome Sapphire Edition Marvel - Green Sapphire","marvel 2024 topps chrome Green Sapphire (ID:1998)",86%
CLOSE_MATCH,CSV#3559,2024,"2024 Topps Chrome Sapphire Edition Marvel - Orange Sapphire","marvel 2024 topps chrome Orange Sapphire (ID:2015)",86%
CLOSE_MATCH,CSV#3561,2024,"2024 Topps Chrome Sapphire Edition Marvel - Purple Sapphire","marvel 2024 topps chrome Purple Sapphire (ID:2022)",86%
CLOSE_MATCH,CSV#3562,2024,"2024 Topps Chrome Sapphire Edition Marvel - Red Sapphire","marvel 2024 topps chrome Red Sapphire (ID:2024)",86%
CLOSE_MATCH,CSV#3563,2024,"2024 Topps Chrome Sapphire Edition Marvel - Sapphire Selections","marvel 2024 topps chrome sapphire selections (ID:2028)",86%
CLOSE_MATCH,CSV#3564,2024,"2024 Topps Chrome Sapphire Edition Marvel - Sapphire Selections Black Sapphire","marvel 2024 topps chrome sapphire selections Black (ID:2029)",88%
CLOSE_MATCH,CSV#3565,2024,"2024 Topps Chrome Sapphire Edition Marvel - Sapphire Selections Orange Sapphire","marvel 2024 topps chrome sapphire selections Orange (ID:2030)",88%
CLOSE_MATCH,CSV#3566,2024,"2024 Topps Chrome Sapphire Edition Marvel - Sapphire Selections Papradascha Sapphire","marvel 2024 topps chrome sapphire selections Papradascha (ID:2031)",88%
CLOSE_MATCH,CSV#3567,2024,"2024 Topps Chrome Sapphire Edition Marvel - Sapphire Selections Purple Sapphire","marvel 2024 topps chrome sapphire selections Purple (ID:2032)",88%
CLOSE_MATCH,CSV#3568,2024,"2024 Topps Chrome Sapphire Edition Marvel - Sapphire Selections Red Sapphire","marvel 2024 topps chrome sapphire selections Red (ID:2033)",88%
CLOSE_MATCH,CSV#3573,2024,"2024 Topps Chrome Sapphire Edition Marvel - Yellow Sapphire","marvel 2024 topps chrome Yellow Sapphire (ID:2046)",86%
CLOSE_MATCH,CSV#3584,2024,"2024 Upper Deck Marvel Allegiance Secret Wars","Marvel 2024 Upper Deck Studios Dazzlers (ID:2199)",57%
CLOSE_MATCH,CSV#3587,2024,"2024 Upper Deck Marvel Allegiance Secret Wars - Blue Swirl","marvel 2024 upper deck spider man battle time Blue (ID:2058)",56%
CLOSE_MATCH,CSV#3588,2024,"2024 Upper Deck Marvel Allegiance Secret Wars - Canvas Chapters","marvel 2024 upper deck studios ud canvas Black White (ID:2107)",56%
CLOSE_MATCH,CSV#3594,2024,"2024 Upper Deck Marvel Allegiance Secret Wars - Corner Box","Marvel 2024 Upper Deck Studios Lunch Box Legends (ID:2198)",56%
CLOSE_MATCH,CSV#3599,2024,"2024 Upper Deck Marvel Allegiance Secret Wars - Green Racer","marvel 2024 upper deck studios hologrfx Green (ID:2097)",56%
CLOSE_MATCH,CSV#3604,2024,"2024 Upper Deck Marvel Allegiance Secret Wars - Orange Glitter","marvel 2024 upper deck spider man renditions Orange (ID:2082)",56%
CLOSE_MATCH,CSV#3605,2024,"2024 Upper Deck Marvel Allegiance Secret Wars - Printing Plates Black","marvel 2024 upper deck spider man renditions Printing Plate (ID:2085)",50%
CLOSE_MATCH,CSV#3609,2024,"2024 Upper Deck Marvel Allegiance Secret Wars - Purple Boxes","marvel 2024 upper deck spider man battle time Purple (ID:2062)",56%
CLOSE_MATCH,CSV#3612,2024,"2024 Upper Deck Marvel Allegiance Secret Wars - Rainbow Red","marvel 2024 upper deck studios Outburst Red (ID:2104)",56%
CLOSE_MATCH,CSV#3627,2024,"2024 Upper Deck Marvel Avengers - Alternate Universe","Marvel 2024 Upper Deck Women of Marvel Alternate Universe (ID:2203)",75%
CLOSE_MATCH,CSV#3634,2024,"2024 Upper Deck Marvel Avengers - Connecting Links","marvel 2024 upper deck spider man connecting (ID:2065)",71%
CLOSE_MATCH,CSV#3650,2024,"2024 Upper Deck Marvel Beginnings Volume 2 Series 2 - Flipped FX","marvel 2024 upper deck women of marvel Copper Foil Lt FX (ID:2115)",50%
CLOSE_MATCH,CSV#3810,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum","marvel 2024 skybox masterpieces '92 platinum Variant (ID:1885)",71%
CLOSE_MATCH,CSV#3811,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Battle Spectrum","marvel 2024 skybox masterpieces '92 platinum battle spectrum Rainbow (ID:1853)",78%
CLOSE_MATCH,CSV#3817,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Blue Traxx","marvel 2024 skybox masterpieces '92 platinum Blue Traxx (ID:1854)",78%
CLOSE_MATCH,CSV#3818,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Canvas","marvel 2024 skybox masterpieces '92 platinum Canvas (ID:1856)",75%
CLOSE_MATCH,CSV#3819,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Clear Cut","marvel 2024 skybox masterpieces '92 platinum Clear Cut (ID:1857)",78%
CLOSE_MATCH,CSV#3820,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Corner Box Creations","marvel 2024 skybox masterpieces '92 platinum corner box creations (ID:1858)",80%
CLOSE_MATCH,CSV#3825,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Corner Box Creations Rainbow","marvel 2024 skybox masterpieces '92 platinum corner box creations Rainbow (ID:1859)",82%
CLOSE_MATCH,CSV#3826,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Emerald Surge","marvel 2024 skybox masterpieces '92 platinum Emerald Surge Variant (ID:1861)",78%
CLOSE_MATCH,CSV#3833,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Golden Treasures","marvel 2024 skybox masterpieces '92 platinum Golden Treasures (ID:1862)",78%
CLOSE_MATCH,CSV#3834,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Holofoil","marvel 2024 skybox masterpieces '92 platinum Holofoil (ID:1864)",75%
CLOSE_MATCH,CSV#3835,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Kaleidoscope","marvel 2024 skybox masterpieces '92 platinum Rainbow Variant (ID:1880)",63%
CLOSE_MATCH,CSV#3836,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Leather","marvel 2024 skybox masterpieces '92 platinum Leather (ID:1865)",75%
CLOSE_MATCH,CSV#3837,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Lenticular","marvel 2024 skybox masterpieces '92 platinum Lenticular (ID:1866)",75%
CLOSE_MATCH,CSV#3838,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Metallurgy","marvel 2024 skybox masterpieces '92 platinum Metallurgy (ID:1867)",75%
CLOSE_MATCH,CSV#3840,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Orange Lava","marvel 2024 skybox masterpieces '92 platinum Orange Lava (ID:1868)",78%
CLOSE_MATCH,CSV#3841,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Pink Lasers","marvel 2024 skybox masterpieces '92 platinum Pink Lasers (ID:1870)",78%
CLOSE_MATCH,CSV#3842,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Plexi","marvel 2024 skybox masterpieces '92 platinum Plexi (ID:1872)",75%
CLOSE_MATCH,CSV#3843,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Precious Metal Gems Blue","marvel 2024 skybox masterpieces '92 platinum Precious Metal Gems Blue (ID:1873)",82%
CLOSE_MATCH,CSV#3844,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Precious Metal Gems Gold","marvel 2024 skybox masterpieces '92 platinum Precious Metal Gems Gold (ID:1874)",82%
CLOSE_MATCH,CSV#3845,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Precious Metal Gems Green","marvel 2024 skybox masterpieces '92 platinum Precious Metal Gems Green (ID:1875)",82%
CLOSE_MATCH,CSV#3846,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Precious Metal Gems Red","marvel 2024 skybox masterpieces '92 platinum Precious Metal Gems Red (ID:1876)",82%
CLOSE_MATCH,CSV#3851,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Purple Crystals","marvel 2024 skybox masterpieces '92 platinum Purple Crystals Variant (ID:1878)",78%
CLOSE_MATCH,CSV#3853,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Red Prism","marvel 2024 skybox masterpieces '92 platinum Red Prism (ID:1881)",78%
CLOSE_MATCH,CSV#3854,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Seismic Gold","marvel 2024 skybox masterpieces '92 platinum Seismic Gold (ID:1883)",78%
CLOSE_MATCH,CSV#3856,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Variant Cover Blue Traxx","marvel 2024 skybox masterpieces '92 platinum Blue Traxx Variant (ID:1855)",73%
CLOSE_MATCH,CSV#3858,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Variant Cover Golden Treasures","marvel 2024 skybox masterpieces '92 platinum Golden Treasures Variant (ID:1863)",73%
CLOSE_MATCH,CSV#3859,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Variant Cover Orange Lava","marvel 2024 skybox masterpieces '92 platinum Orange Lava Variant (ID:1869)",73%
CLOSE_MATCH,CSV#3860,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Variant Cover Pink Lasers","marvel 2024 skybox masterpieces '92 platinum Pink Lasers Variant (ID:1871)",73%
CLOSE_MATCH,CSV#3861,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Variant Cover Printing Plate Achievements Black","marvel 2024 skybox masterpieces nahuel grego Variant Cover Printing Plate (ID:1908)",54%
CLOSE_MATCH,CSV#3867,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Variant Cover Red Prism","marvel 2024 skybox masterpieces '92 platinum Red Prism Variant (ID:1882)",73%
CLOSE_MATCH,CSV#3868,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Variant Cover Seismic Gold","marvel 2024 skybox masterpieces '92 platinum Seismic Gold Variant (ID:1884)",73%
CLOSE_MATCH,CSV#3870,2024,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Wood","marvel 2024 skybox masterpieces '92 platinum Wood (ID:1886)",75%
CLOSE_MATCH,CSV#3871,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego","marvel 2024 skybox masterpieces nahuel grego holofoil (ID:1896)",71%
CLOSE_MATCH,CSV#3872,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Blue Wave Foil","marvel 2024 skybox masterpieces nahuel grego Blue Wave Foil (ID:1888)",80%
CLOSE_MATCH,CSV#3873,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Canvas Gallery","2024 Marvel Masterpieces Nahuel Grego Canvas gallery (ID:1889)",78%
CLOSE_MATCH,CSV#3874,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Canvas Gallery Blue","marvel 2024 skybox masterpieces nahuel grego canvas gallery Printing Plate (ID:1890)",70%
CLOSE_MATCH,CSV#3884,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Emerald Green Foil","marvel 2024 skybox masterpieces nahuel grego Emerald Green Foil (ID:1891)",80%
CLOSE_MATCH,CSV#3885,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Epic Purple Foil","marvel 2024 skybox masterpieces nahuel grego Epic Purple Foil (ID:1892)",80%
CLOSE_MATCH,CSV#3886,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Framed Masterpieces","marvel 2024 skybox masterpieces nahuel grego Gold Foil (ID:1893)",63%
CLOSE_MATCH,CSV#3889,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Gold Signature Series","marvel 2024 skybox masterpieces nahuel grego Gold Signature Series (ID:1894)",80%
CLOSE_MATCH,CSV#3890,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Gold Spectrum Autographs","marvel 2024 skybox masterpieces nahuel grego Gold Spectrum Autograph (ID:1895)",70%
CLOSE_MATCH,CSV#3891,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Holofoil","marvel 2024 skybox masterpieces nahuel grego holofoil Crackle (ID:1897)",75%
CLOSE_MATCH,CSV#3893,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Holofoil Diamonds","marvel 2024 skybox masterpieces nahuel grego holofoil Diamonds (ID:1898)",78%
CLOSE_MATCH,CSV#3894,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Holofoil Galactic Windows Autographs","marvel 2024 skybox masterpieces nahuel grego holofoil Windows Autograph (ID:1902)",64%
CLOSE_MATCH,CSV#3895,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Holofoil Moon Lava Autographs","marvel 2024 skybox masterpieces nahuel grego holofoil Lava Autograph (ID:1899)",64%
CLOSE_MATCH,CSV#3896,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Holofoil Tinsel","marvel 2024 skybox masterpieces nahuel grego holofoil Tinsel (ID:1900)",78%
CLOSE_MATCH,CSV#3897,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Holofoil Triangulation","marvel 2024 skybox masterpieces nahuel grego holofoil Triangulation (ID:1901)",78%
CLOSE_MATCH,CSV#3898,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Legendary Orange Foil","marvel 2024 skybox masterpieces nahuel grego Legendary Orange Foil (ID:1903)",80%
CLOSE_MATCH,CSV#3902,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Printing Plates Black","marvel 2024 skybox masterpieces nahuel grego Printing Plate (ID:1904)",60%
CLOSE_MATCH,CSV#3906,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Timeless Red Autographs","marvel 2024 skybox masterpieces nahuel grego Timeless Red Autograph (ID:1905)",70%
CLOSE_MATCH,CSV#3907,2024,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Variant Cover","marvel 2024 skybox masterpieces nahuel grego Variant Cover Autograph (ID:1907)",78%
CLOSE_MATCH,CSV#3927,2024,"2024 Upper Deck Marvel Spider-Man - Metal","marvel 2024 upper deck spider man renditions Metal (ID:2081)",88%
CLOSE_MATCH,CSV#3935,2024,"2024 Upper Deck Marvel Spider-Man Renditions - Ghost-Spider Pink","marvel 2024 upper deck spider man renditions Pink (ID:2083)",89%
CLOSE_MATCH,CSV#3936,2024,"2024 Upper Deck Marvel Spider-Man Renditions - Goblin Green","marvel 2024 upper deck spider man renditions Green (ID:2076)",89%
CLOSE_MATCH,CSV#3938,2024,"2024 Upper Deck Marvel Spider-Man Renditions - Kingpin Purple Tie","marvel 2024 upper deck spider man renditions Purple Tie (ID:2086)",90%
CLOSE_MATCH,CSV#3939,2024,"2024 Upper Deck Marvel Spider-Man Renditions - Kraven Brown","marvel 2024 upper deck spider man renditions Brown (ID:2074)",89%
CLOSE_MATCH,CSV#3947,2024,"2024 Upper Deck Marvel Spider-Man Renditions - Sketch Artists","marvel 2024 upper deck spider man renditions White (ID:2088)",78%
CLOSE_MATCH,CSV#3955,2024,"2024 Upper Deck Marvel Studios Series 1 - +Footage Gold","marvel 2024 upper deck studios ud portraits Gold (ID:2111)",67%
CLOSE_MATCH,CSV#3959,2024,"2024 Upper Deck Marvel Studios Series 1 - Dazzlers Blue","marvel 2024 upper deck studios dazzlers Blue (ID:2090)",78%
CLOSE_MATCH,CSV#3960,2024,"2024 Upper Deck Marvel Studios Series 1 - Dazzlers Green","marvel 2024 upper deck studios dazzlers Green (ID:2091)",78%
CLOSE_MATCH,CSV#3961,2024,"2024 Upper Deck Marvel Studios Series 1 - Dazzlers Pink","marvel 2024 upper deck studios dazzlers Pink (ID:2092)",78%
CLOSE_MATCH,CSV#3963,2024,"2024 Upper Deck Marvel Studios Series 1 - Fluorescence Blue","Marvel 2024 Upper Deck Studios Fluorescence (ID:2201)",67%
CLOSE_MATCH,CSV#3968,2024,"2024 Upper Deck Marvel Studios Series 1 - High Gloss","marvel 2024 upper deck studios High Gloss (ID:2094)",78%
CLOSE_MATCH,CSV#3970,2024,"2024 Upper Deck Marvel Studios Series 1 - HoloGrFx Gold","marvel 2024 upper deck studios hologrfx Gold (ID:2096)",78%
CLOSE_MATCH,CSV#3972,2024,"2024 Upper Deck Marvel Studios Series 1 - HoloGrFx Orange","marvel 2024 upper deck studios hologrfx Orange (ID:2098)",78%
CLOSE_MATCH,CSV#3976,2024,"2024 Upper Deck Marvel Studios Series 1 - Marquees","marvel 2024 upper deck studios marquees (ID:2099)",75%
CLOSE_MATCH,CSV#3977,2024,"2024 Upper Deck Marvel Studios Series 1 - Marquees Gold","marvel 2024 upper deck studios marquees Gold (ID:2100)",78%
CLOSE_MATCH,CSV#3979,2024,"2024 Upper Deck Marvel Studios Series 1 - Outburst Gold","marvel 2024 upper deck studios Outburst Gold (ID:2103)",78%
CLOSE_MATCH,CSV#3982,2024,"2024 Upper Deck Marvel Studios Series 1 - Printing Plates Cyan","marvel 2024 upper deck studios ud portraits Printing Plate (ID:2112)",60%
CLOSE_MATCH,CSV#3985,2024,"2024 Upper Deck Marvel Studios Series 1 - Signature Sensations","Marvel 2024 Upper Deck Studios Signature Sensations (ID:2200)",78%
CLOSE_MATCH,CSV#4032,2024,"2024 Upper Deck Marvel Unbound","marvel 2024 upper deck studios (ID:2089)",80%
CLOSE_MATCH,CSV#4036,2024,"2024 Upper Deck Marvel Unbound - Canvas","marvel 2024 upper deck studios ud canvas (ID:2106)",71%
CLOSE_MATCH,CSV#4037,2024,"2024 Upper Deck Marvel Unbound - Plexi Autograph Achievements","marvel 2024 upper deck spider man renditions impel Autograph (ID:2078)",56%
CLOSE_MATCH,CSV#4038,2024,"2024 Upper Deck Marvel Unbound - Printing Plate Black","marvel 2024 upper deck studios Printing Plate (ID:2105)",75%
CLOSE_MATCH,CSV#4076,2024,"2024 Upper Deck Women of Marvel - Metal Cards","Marvel 2024 Upper Deck Women of Marvel Metal Card (ID:2204)",88%
CLOSE_MATCH,CSV#4153,2025,"2025 Kakawow Aura Marvel - The Legend of Iron Man Gold","Marvel 2025 Topps Chrome Iron Man Gold IM (ID:2207)",50%
CLOSE_MATCH,CSV#4180,2025,"2025 Kakawow Cosmos Marvel - Die-Cut","Marvel 2025 Topps Chrome Avengers Infinity Die-Cut (ID:2217)",50%
CLOSE_MATCH,CSV#4214,2025,"2025 Kakawow Phantom Marvel Rivals - Autograph","Marvel 2025 Topps Chrome Studios Autograph (ID:2231)",50%
CLOSE_MATCH,CSV#4269,2025,"2025 Topps Chrome Marvel - 35 Years of Ghost Rider Black Refractor","Marvel 2025 Topps Chrome 35 Years of Ghost Rider Shadowbox (ID:2222)",82%
CLOSE_MATCH,CSV#4273,2025,"2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor","Marvel 2025 Topps Chrome 50 Years of Nightcrawler Shadowbox (ID:2220)",80%
CLOSE_MATCH,CSV#4286,2025,"2025 Topps Chrome Marvel - Black","Marvel 2025 Topps Chrome Patrimony (ID:2216)",80%
CLOSE_MATCH,CSV#4319,2025,"2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)","marvel 2025 topps finest x men '97 Orange Refractor (ID:2136)",56%
CLOSE_MATCH,CSV#4320,2025,"2025 Topps Chrome Marvel - Indestructible Black Lazer Refractor","Marvel 2025 Topps Chrome Indestructible (ID:2215)",63%
CLOSE_MATCH,CSV#4331,2025,"2025 Topps Chrome Marvel - Mask-Off Facsimile Autographs","Marvel 2025 Topps Chrome Mask-Off Facsimile Autograph (ID:2225)",88%
CLOSE_MATCH,CSV#4363,2025,"2025 Topps Chrome Marvel - The One and Only","Marvel 2025 Topps Chrome Studios The Snap (ID:2232)",63%
CLOSE_MATCH,CSV#4451,2025,"2025 Topps Chrome Marvel Studios - Sketch Artists","Marvel 2025 Topps Chrome Studios Sketch Card (ID:2229)",86%
CLOSE_MATCH,CSV#4463,2025,"2025 Topps Chrome Marvel Studios - Thunderbolts Content Capture Autographs","Marvel 2025 Topps Chrome Studios Thunderbolts Content Capture Autograph (ID:2235)",89%
CLOSE_MATCH,CSV#4471,2025,"2025 Topps Chrome Marvel Studios - TVA Pruning","Marvel 2025 Topps Chrome Studios The TVA Pruning (ID:2234)",88%
CLOSE_MATCH,CSV#4477,2025,"2025 Topps Chrome Sapphire Edition Marvel","Marvel 2025 Topps Chrome Sapphire Selections (ID:2226)",83%
CLOSE_MATCH,CSV#4548,2025,"2025 Topps Mint Marvel - Chrome Autographs Red Refractor","marvel 2025 topps finest x men '97 Red Refractor (ID:2147)",56%
CLOSE_MATCH,CSV#4662,2023,"2023 Upper Deck Marvel What If…? - Black Diamond Relic Printing Plates Black","marvel 2023 upper deck what if black diamond Stone Relic (ID:1823)",82%
CLOSE_MATCH,CSV#4669,2023,"2023 Upper Deck Marvel What If…? - Flagship Printing Plates Black","marvel 2023 upper deck what if Printing Plate Flagship (ID:1845)",80%
CLOSE_MATCH,CSV#4681,2023,"2023 Upper Deck Marvel What If…? - The Watcher's Sight Lenticulars","marvel 2023 upper deck what if the watcher's sight lenticular (ID:1849)",91%
CSV_ONLY,CSV#2,2020,"2020 Upper Deck Marvel Avengers Endgame & Captain Marvel - Captain Marvel Binary Autographs","",
CSV_ONLY,CSV#3,2020,"2020 Upper Deck Marvel Avengers Endgame & Captain Marvel - Captain Marvel Binary Autographs Printing Plates Black","",
CSV_ONLY,CSV#4,2020,"2020 Upper Deck Marvel Avengers Endgame & Captain Marvel - Captain Marvel Binary Autographs Printing Plates Cyan","",
CSV_ONLY,CSV#5,2020,"2020 Upper Deck Marvel Avengers Endgame & Captain Marvel - Captain Marvel Binary Autographs Printing Plates Magenta","",
CSV_ONLY,CSV#6,2020,"2020 Upper Deck Marvel Avengers Endgame & Captain Marvel - Captain Marvel Binary Autographs Printing Plates Yellow","",
CSV_ONLY,CSV#7,2020,"2020 Upper Deck Marvel Avengers Endgame & Captain Marvel - Captain Marvel Gold","",
CSV_ONLY,CSV#8,2020,"2020 Upper Deck Marvel Avengers Endgame & Captain Marvel - Captain Marvel Higher Further Faster","",
