legacy_set_id,legacy_name,legacy_year,legacy_main_set_id,legacy_main_set_name,legacy_card_count,suggested_canonical_set_id,suggested_canonical_name,suggested_confidence,reason
2185,"Marvel 2020 Upper Deck Ages Decades 1990s",2020,,,10,4072,"2020 Upper Deck Marvel Ages - Decades 1990s",100,token_overlap_100%
2189,"Marvel 2020 Upper Deck Ages Decades 1960s",2020,,,10,4069,"2020 Upper Deck Marvel Ages - Decades 1960s",100,token_overlap_100%
2183,"Marvel 2020 Upper Deck Ages Decades 2000s",2020,,,10,4073,"2020 Upper Deck Marvel Ages - Decades 2000s",100,token_overlap_100%
2190,"Marvel 2020 Upper Deck Ages Decades 1980s",2020,,,10,4071,"2020 Upper Deck Marvel Ages - Decades 1980s",100,token_overlap_100%
2202,"Marvel 2024 Upper Deck Women of Marvel Monumental Covers",2024,,,10,6271,"2024 Upper Deck Women of Marvel - Monumental Covers",100,token_overlap_100%
2204,"Marvel 2024 Upper Deck Women of Marvel Metal Card",2024,,,10,6270,"2024 Upper Deck Women of Marvel - Metal Cards",93,subset_term_match_93%
1381,"marvel 2020 masterpieces Canvas Gold Foil",2020,57,"Marvel 2020 Masterpieces ",10,4035,"2020 SkyBox Marvel Masterpieces - Gold Foil",93,subset_term_match_93%
1405,"marvel 2020 upper deck annual star rookies",2020,58,"Marvel 20-21 Upper Deck Annual ",10,4165,"2020-21 Upper Deck Marvel Annual - Star Rookies",88,token_overlap_88%
1675,"marvel 2023 fleer ultra wolverine team affiliations Gold Spectrum Foil",2023,66,"Marvel 2023 Fleer Ultra Wolverine ",10,4822,"2023 Fleer Ultra Marvel Wolverine - Team Affiliations Gold Spectrum Foil",99,subset_term_match_110%
1676,"marvel 2023 fleer ultra wolverine team affiliations Green Foil",2023,66,"Marvel 2023 Fleer Ultra Wolverine ",10,4823,"2023 Fleer Ultra Marvel Wolverine - Team Affiliations Green Foil",99,subset_term_match_105%
1677,"marvel 2023 fleer ultra wolverine team affiliations Orange Foil",2023,66,"Marvel 2023 Fleer Ultra Wolverine ",10,4824,"2023 Fleer Ultra Marvel Wolverine - Team Affiliations Orange Foil",99,subset_term_match_105%
1679,"marvel 2023 fleer ultra wolverine team affiliations Yellow Foil",2023,66,"Marvel 2023 Fleer Ultra Wolverine ",10,4825,"2023 Fleer Ultra Marvel Wolverine - Team Affiliations Yellow Foil",99,subset_term_match_110%
1938,"marvel 2024 topps chrome 90s Superfractor",2024,74,"Marvel 2024 Topps Chrome ",10,2404,"2024 Topps Chrome Marvel - Marvel 90s SuperFractor",100,token_overlap_100%
1933,"marvel 2024 topps chrome 90s",2024,74,"Marvel 2024 Topps Chrome ",10,2399,"2024 Topps Chrome Marvel - Marvel 90s",100,token_overlap_100%
1934,"marvel 2024 topps chrome 90s Black Wave",2024,74,"Marvel 2024 Topps Chrome ",10,2400,"2024 Topps Chrome Marvel - Marvel 90s Black Wave Refractor",90,subset_term_match_90%
1937,"marvel 2024 topps chrome 90s Red Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,2403,"2024 Topps Chrome Marvel - Marvel 90s Red Refractor",99,subset_term_match_105%
1935,"marvel 2024 topps chrome 90s Gold Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,2401,"2024 Topps Chrome Marvel - Marvel 90s Gold Refractor",99,subset_term_match_110%
1975,"marvel 2024 topps chrome daredevil 60th anniversary",2024,74,"Marvel 2024 Topps Chrome ",10,5713,"2024 Topps Chrome Marvel - Daredevil 60th Anniversary",100,token_overlap_100%
1978,"marvel 2024 topps chrome daredevil 60th anniversary Orange Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,5716,"2024 Topps Chrome Marvel - Daredevil 60th Anniversary Orange Refractor",99,subset_term_match_105%
1979,"marvel 2024 topps chrome daredevil 60th anniversary Red Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,5717,"2024 Topps Chrome Marvel - Daredevil 60th Anniversary Red Refractor",99,subset_term_match_105%
1936,"marvel 2024 topps chrome 90s Orange Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,2402,"2024 Topps Chrome Marvel - Marvel 90s Orange Refractor",99,subset_term_match_105%
1976,"marvel 2024 topps chrome daredevil 60th anniversary Black Wave",2024,74,"Marvel 2024 Topps Chrome ",10,5714,"2024 Topps Chrome Marvel - Daredevil 60th Anniversary Black Wave Refractor",93,subset_term_match_93%
1311,"marvel 2013 fleer retro metal hardware",2013,51,"Marvel 2013 Fleer Retro ",10,2968,"2013 Fleer Retro Marvel - Metal Hardware",99,subset_term_match_105%
1416,"marvel 2021 upper deck annual humble beginnings",2021,,,10,4313,"2021-22 Upper Deck Marvel Annual - Humble Beginnings",88,token_overlap_88%
1417,"marvel 2021 upper deck annual impact",2021,,,10,4288,"2021-22 Upper Deck Marvel Annual - Annual Impact",86,token_overlap_86%
1552,"marvel 2022 ultra avengers earth's mightiest Blue Foil",2022,64,"Marvel 2022 Ultra Avengers ",10,4358,"2022 Fleer Ultra Marvel Avengers - Blue Foil",80,subset_term_match_80%
1553,"marvel 2022 ultra avengers earth's mightiest Burgundy Foil",2022,64,"Marvel 2022 Ultra Avengers ",10,4359,"2022 Fleer Ultra Marvel Avengers - Burgundy Foil",80,subset_term_match_80%
1555,"marvel 2022 ultra avengers earth's mightiest Green Foil",2022,64,"Marvel 2022 Ultra Avengers ",10,4392,"2022 Fleer Ultra Marvel Avengers - Green Foil",80,subset_term_match_80%
1556,"marvel 2022 ultra avengers earth's mightiest Orange Foil",2022,64,"Marvel 2022 Ultra Avengers ",10,4402,"2022 Fleer Ultra Marvel Avengers - Orange Foil",80,subset_term_match_80%
1561,"marvel 2022 ultra avengers greatest battles",2022,64,"Marvel 2022 Ultra Avengers ",10,4381,"2022 Fleer Ultra Marvel Avengers - Greatest Battles",86,token_overlap_86%
1605,"marvel 2022 upper deck annual super heroes of the year",2022,,,10,4532,"2022-23 Upper Deck Marvel Annual - 2022 Super Heroes of the Year",91,token_overlap_91%
1607,"marvel 2022 upper deck annual top teams",2022,,,10,4588,"2022-23 Upper Deck Marvel Annual - Top Teams",88,token_overlap_88%
1673,"marvel 2023 fleer ultra wolverine team affiliations",2023,66,"Marvel 2023 Fleer Ultra Wolverine ",10,4820,"2023 Fleer Ultra Marvel Wolverine - Team Affiliations",100,token_overlap_100%
1674,"marvel 2023 fleer ultra wolverine team affiliations Blue Foil",2023,66,"Marvel 2023 Fleer Ultra Wolverine ",10,4821,"2023 Fleer Ultra Marvel Wolverine - Team Affiliations Blue Foil",99,subset_term_match_105%
1757,"marvel 2023 upper deck annual star rookies",2023,,,10,5531,"2023-24 Upper Deck Marvel Annual - Star Rookies",88,token_overlap_88%
1977,"marvel 2024 topps chrome daredevil 60th anniversary Gold Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,5715,"2024 Topps Chrome Marvel - Daredevil 60th Anniversary Gold Refractor",99,subset_term_match_110%
1980,"marvel 2024 topps chrome daredevil 60th anniversary Superfractor",2024,74,"Marvel 2024 Topps Chrome ",10,5718,"2024 Topps Chrome Marvel - Daredevil 60th Anniversary SuperFractor",100,token_overlap_100%
1981,"marvel 2024 topps chrome giant size 50th anniversary",2024,74,"Marvel 2024 Topps Chrome ",10,2426,"2024 Topps Chrome Marvel - Marvel Giant-Sized 50th Anniversary",88,token_overlap_88%
1982,"marvel 2024 topps chrome giant size 50th anniversary Black Wave",2024,74,"Marvel 2024 Topps Chrome ",10,2427,"2024 Topps Chrome Marvel - Marvel Giant-Sized 50th Anniversary Black Wave Refractor",84,subset_term_match_84%
1983,"marvel 2024 topps chrome giant size 50th anniversary Gold Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,2428,"2024 Topps Chrome Marvel - Marvel Giant-Sized 50th Anniversary Gold Refractor",99,subset_term_match_100%
1984,"marvel 2024 topps chrome giant size 50th anniversary Orange Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,2429,"2024 Topps Chrome Marvel - Marvel Giant-Sized 50th Anniversary Orange Refractor",95,subset_term_match_95%
1985,"marvel 2024 topps chrome giant size 50th anniversary Red Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,2430,"2024 Topps Chrome Marvel - Marvel Giant-Sized 50th Anniversary Red Refractor",95,subset_term_match_95%
1986,"marvel 2024 topps chrome giant size 50th anniversary Superfractor",2024,74,"Marvel 2024 Topps Chrome ",10,2431,"2024 Topps Chrome Marvel - Marvel Giant-Sized 50th Anniversary SuperFractor",89,token_overlap_89%
1987,"marvel 2024 topps chrome giant size chrome 50th anniversary",2024,74,"Marvel 2024 Topps Chrome ",10,2426,"2024 Topps Chrome Marvel - Marvel Giant-Sized 50th Anniversary",88,token_overlap_88%
1988,"marvel 2024 topps chrome giant size chrome 50th anniversary Black Wave",2024,74,"Marvel 2024 Topps Chrome ",10,2427,"2024 Topps Chrome Marvel - Marvel Giant-Sized 50th Anniversary Black Wave Refractor",84,subset_term_match_84%
1990,"marvel 2024 topps chrome giant size chrome 50th anniversary Orange Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,2429,"2024 Topps Chrome Marvel - Marvel Giant-Sized 50th Anniversary Orange Refractor",95,subset_term_match_95%
1991,"marvel 2024 topps chrome giant size chrome 50th anniversary Red Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,2430,"2024 Topps Chrome Marvel - Marvel Giant-Sized 50th Anniversary Red Refractor",95,subset_term_match_95%
1992,"marvel 2024 topps chrome giant size chrome 50th anniversary Superfractor",2024,74,"Marvel 2024 Topps Chrome ",10,2431,"2024 Topps Chrome Marvel - Marvel Giant-Sized 50th Anniversary SuperFractor",89,token_overlap_89%
2000,"marvel 2024 topps chrome icons",2024,74,"Marvel 2024 Topps Chrome ",10,2432,"2024 Topps Chrome Marvel - Marvel Icons",100,token_overlap_100%
2002,"marvel 2024 topps chrome icons Gold Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,2434,"2024 Topps Chrome Marvel - Marvel Icons Gold Refractor",99,subset_term_match_110%
2003,"marvel 2024 topps chrome icons Orange Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,2435,"2024 Topps Chrome Marvel - Marvel Icons Orange Refractor",99,subset_term_match_105%
2001,"marvel 2024 topps chrome icons Black Wave",2024,74,"Marvel 2024 Topps Chrome ",10,2433,"2024 Topps Chrome Marvel - Marvel Icons Black Wave Refractor",90,subset_term_match_90%
2004,"marvel 2024 topps chrome icons Red Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,2436,"2024 Topps Chrome Marvel - Marvel Icons Red Refractor",99,subset_term_match_105%
2005,"marvel 2024 topps chrome icons Superfractor",2024,74,"Marvel 2024 Topps Chrome ",10,2437,"2024 Topps Chrome Marvel - Marvel Icons SuperFractor",100,token_overlap_100%
2006,"marvel 2024 topps chrome indestructible",2024,74,"Marvel 2024 Topps Chrome ",10,5727,"2024 Topps Chrome Marvel - Indestructible SuperFractor",83,token_overlap_83%
2007,"marvel 2024 topps chrome indestructible Black Lazer",2024,74,"Marvel 2024 Topps Chrome ",10,5725,"2024 Topps Chrome Marvel - Indestructible Black Lazer Refractor",90,subset_term_match_90%
2008,"marvel 2024 topps chrome indestructible Red Lazer",2024,74,"Marvel 2024 Topps Chrome ",10,5726,"2024 Topps Chrome Marvel - Indestructible Red Lazer Refractor",88,token_overlap_88%
2009,"marvel 2024 topps chrome indestructible Superfractor",2024,74,"Marvel 2024 Topps Chrome ",10,5727,"2024 Topps Chrome Marvel - Indestructible SuperFractor",100,token_overlap_100%
2017,"marvel 2024 topps chrome patrimony",2024,74,"Marvel 2024 Topps Chrome ",10,5749,"2024 Topps Chrome Marvel - Topps Patrimony SuperFractor",83,token_overlap_83%
2018,"marvel 2024 topps chrome patrimony Black Wave",2024,74,"Marvel 2024 Topps Chrome ",10,5747,"2024 Topps Chrome Marvel - Topps Patrimony Black Wave Refractor",90,subset_term_match_90%
2019,"marvel 2024 topps chrome patrimony Red Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,5748,"2024 Topps Chrome Marvel - Topps Patrimony Red Refractor",99,subset_term_match_105%
2020,"marvel 2024 topps chrome patrimony Superfractor",2024,74,"Marvel 2024 Topps Chrome ",10,5749,"2024 Topps Chrome Marvel - Topps Patrimony SuperFractor",100,token_overlap_100%
2028,"marvel 2024 topps chrome sapphire selections",2024,74,"Marvel 2024 Topps Chrome ",10,5761,"2024 Topps Chrome Sapphire Edition Marvel - Sapphire Selections",86,token_overlap_86%
2029,"marvel 2024 topps chrome sapphire selections Black",2024,74,"Marvel 2024 Topps Chrome ",10,5762,"2024 Topps Chrome Sapphire Edition Marvel - Sapphire Selections Black Sapphire",93,subset_term_match_93%
2030,"marvel 2024 topps chrome sapphire selections Orange",2024,74,"Marvel 2024 Topps Chrome ",10,5763,"2024 Topps Chrome Sapphire Edition Marvel - Sapphire Selections Orange Sapphire",88,token_overlap_88%
2031,"marvel 2024 topps chrome sapphire selections Papradascha",2024,74,"Marvel 2024 Topps Chrome ",10,5764,"2024 Topps Chrome Sapphire Edition Marvel - Sapphire Selections Papradascha Sapphire",88,token_overlap_88%
2032,"marvel 2024 topps chrome sapphire selections Purple",2024,74,"Marvel 2024 Topps Chrome ",10,5765,"2024 Topps Chrome Sapphire Edition Marvel - Sapphire Selections Purple Sapphire",88,token_overlap_88%
2033,"marvel 2024 topps chrome sapphire selections Red",2024,74,"Marvel 2024 Topps Chrome ",10,5766,"2024 Topps Chrome Sapphire Edition Marvel - Sapphire Selections Red Sapphire",88,token_overlap_88%
2034,"marvel 2024 topps chrome spider man gold",2024,74,"Marvel 2024 Topps Chrome ",10,5736,"2024 Topps Chrome Marvel - Spider-man Gold",99,subset_term_match_105%
2035,"marvel 2024 topps chrome spider man gold Black Wave",2024,74,"Marvel 2024 Topps Chrome ",10,5737,"2024 Topps Chrome Marvel - Spider-man Gold Black Wave Refractor",98,subset_term_match_98%
2036,"marvel 2024 topps chrome spider man gold Gold Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,5738,"2024 Topps Chrome Marvel - Spider-man Gold Gold Refractor",99,subset_term_match_110%
2037,"marvel 2024 topps chrome spider man gold Orange Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,5739,"2024 Topps Chrome Marvel - Spider-man Gold Orange Refractor",99,subset_term_match_110%
2038,"marvel 2024 topps chrome spider man gold Red Refractor",2024,74,"Marvel 2024 Topps Chrome ",10,5740,"2024 Topps Chrome Marvel - Spider-man Gold Red Refractor",99,subset_term_match_110%
2039,"marvel 2024 topps chrome spider man gold Superfractor",2024,74,"Marvel 2024 Topps Chrome ",10,5741,"2024 Topps Chrome Marvel - Spider-man Gold SuperFractor",99,subset_term_match_105%
1189,"marvel 1994 universe Gold Power Blast",1994,22,"Marvel 1994 Universe ",9,2673,"1994 Fleer Marvel Universe - Power Blast Gold",91,subset_term_match_91%
1299,"marvel 2010 rittenhouse 70 years of comics character",2010,49,"Marvel 2010 Rittenhouse: 70 years of comics ",9,2288,"2010 Rittenhouse 70 Years of Marvel Comics - Marvel Tribute",88,token_overlap_88%
2188,"Marvel 2020 Upper Deck Ages Decades 1970s",2020,,,9,4070,"2020 Upper Deck Marvel Ages - Decades 1970s",100,token_overlap_100%
1275,"marvel 1998 the silver age heroes",1998,42,"Marvel 1998 The Silver Age ",9,2776,"1998 SkyBox Marvel: The Silver Age - Silver Age Heroes",91,subset_term_match_91%
1193,"marvel 1994 universe Rainbow Power Blast",1994,22,"Marvel 1994 Universe ",9,2674,"1994 Fleer Marvel Universe - Power Blast Rainbow",86,token_overlap_86%
1194,"marvel 1994 universe Silver Power Blast",1994,22,"Marvel 1994 Universe ",9,2675,"1994 Fleer Marvel Universe - Power Blast Silver",91,subset_term_match_91%
1207,"marvel 1995 masterpieces Holoflash",1995,25,"Marvel 1995 Masterpieces ",9,2701,"1995 Fleer Marvel Masterpieces - Holoflash",80,token_overlap_80%
1303,"marvel 2010 rittenhouse 70 years of comics tribute",2010,49,"Marvel 2010 Rittenhouse: 70 years of comics ",9,2288,"2010 Rittenhouse 70 Years of Marvel Comics - Marvel Tribute",100,token_overlap_100%
1794,"marvel 2023 upper deck platinum Creator Auto Orange Rainbow",2023,69,"Marvel 2023 Upper Deck Platinum",9,5246,"2023 Upper Deck Marvel Platinum - Creator Art Variant Auto Orange Rainbow",87,subset_term_match_87%
1834,"marvel 2023 upper deck what if holographics",2023,70,"Marvel 2023 Upper Deck What If ",9,5491,"2023 Upper Deck Marvel What If…? - Holographics",100,token_overlap_100%
2010,"marvel 2024 topps chrome mask off",2024,74,"Marvel 2024 Topps Chrome ",9,5730,"2024 Topps Chrome Marvel - Mask Off SuperFractor",86,token_overlap_86%
2011,"marvel 2024 topps chrome mask off Black Wave",2024,74,"Marvel 2024 Topps Chrome ",9,5728,"2024 Topps Chrome Marvel - Mask Off Black Wave Refractor",91,subset_term_match_91%
2012,"marvel 2024 topps chrome mask off Red Refractor",2024,74,"Marvel 2024 Topps Chrome ",9,5729,"2024 Topps Chrome Marvel - Mask Off Red Refractor",99,subset_term_match_105%
2013,"marvel 2024 topps chrome mask off Superfractor",2024,74,"Marvel 2024 Topps Chrome ",9,5730,"2024 Topps Chrome Marvel - Mask Off SuperFractor",100,token_overlap_100%
2195,"Marvel 2020 Upper Deck Ages Decades 2010s",2020,,,8,4074,"2020 Upper Deck Marvel Ages - Decades 2010s",100,token_overlap_100%
1939,"marvel 2024 topps chrome authentic marvel comic book artist autograph",2024,74,"Marvel 2024 Topps Chrome ",8,2398,"2024 Topps Chrome Marvel - Authentic Marvel Comic Book Artist Autographs SuperFractor",80,token_overlap_80%
1941,"marvel 2024 topps chrome authentic marvel comic book artist autograph Black Wave",2024,74,"Marvel 2024 Topps Chrome ",8,2438,"2024 Topps Chrome Sapphire Edition Marvel - Authentic Marvel Comic Book Artist Autograph Cards Black Sapphire",87,subset_term_match_87%
1942,"marvel 2024 topps chrome authentic marvel comic book artist autograph Gold Sapphire",2024,74,"Marvel 2024 Topps Chrome ",8,2439,"2024 Topps Chrome Sapphire Edition Marvel - Authentic Marvel Comic Book Artist Autograph Cards Gold Sapphire",95,subset_term_match_95%
1943,"marvel 2024 topps chrome authentic marvel comic book artist autograph Gold Wave",2024,74,"Marvel 2024 Topps Chrome ",8,2439,"2024 Topps Chrome Sapphire Edition Marvel - Authentic Marvel Comic Book Artist Autograph Cards Gold Sapphire",87,subset_term_match_87%
1947,"marvel 2024 topps chrome authentic marvel comic book artist autograph Orange Sapphire",2024,74,"Marvel 2024 Topps Chrome ",8,2440,"2024 Topps Chrome Sapphire Edition Marvel - Authentic Marvel Comic Book Artist Autograph Cards Orange Sapphire",90,subset_term_match_90%
1952,"marvel 2024 topps chrome authentic marvel comic book artist autograph Red Sapphire",2024,74,"Marvel 2024 Topps Chrome ",8,2443,"2024 Topps Chrome Sapphire Edition Marvel - Authentic Marvel Comic Book Artist Autograph Cards Red Sapphire",90,subset_term_match_90%
1963,"marvel 2024 topps chrome character autograph Black Sapphire",2024,74,"Marvel 2024 Topps Chrome ",8,2444,"2024 Topps Chrome Sapphire Edition Marvel - Marvel Character Autographs Black Sapphire",80,subset_term_match_80%
1946,"marvel 2024 topps chrome authentic marvel comic book artist autograph Orange Refractor",2024,74,"Marvel 2024 Topps Chrome ",8,2395,"2024 Topps Chrome Marvel - Authentic Marvel Comic Book Artist Autographs Orange Refractor",93,subset_term_match_93%
1950,"marvel 2024 topps chrome authentic marvel comic book artist autograph Purple Sapphire",2024,74,"Marvel 2024 Topps Chrome ",8,2442,"2024 Topps Chrome Sapphire Edition Marvel - Authentic Marvel Comic Book Artist Autograph Cards Purple Sapphire",90,subset_term_match_90%
1948,"marvel 2024 topps chrome authentic marvel comic book artist autograph Papradascha Sapphire",2024,74,"Marvel 2024 Topps Chrome ",8,2441,"2024 Topps Chrome Sapphire Edition Marvel - Authentic Marvel Comic Book Artist Autograph Cards Papradascha",90,subset_term_match_90%
1953,"marvel 2024 topps chrome authentic marvel comic book artist autograph Sapphire",2024,74,"Marvel 2024 Topps Chrome ",8,2440,"2024 Topps Chrome Sapphire Edition Marvel - Authentic Marvel Comic Book Artist Autograph Cards Orange Sapphire",82,subset_term_match_82%
1940,"marvel 2024 topps chrome authentic marvel comic book artist autograph Black Sapphire",2024,74,"Marvel 2024 Topps Chrome ",8,2438,"2024 Topps Chrome Sapphire Edition Marvel - Authentic Marvel Comic Book Artist Autograph Cards Black Sapphire",95,subset_term_match_95%
1951,"marvel 2024 topps chrome authentic marvel comic book artist autograph Red Refractor",2024,74,"Marvel 2024 Topps Chrome ",8,2397,"2024 Topps Chrome Marvel - Authentic Marvel Comic Book Artist Autographs Red Refractor",93,subset_term_match_93%
1970,"marvel 2024 topps chrome character autograph Purple Refractor",2024,74,"Marvel 2024 Topps Chrome ",8,2410,"2024 Topps Chrome Marvel - Marvel Character Autographs Purple Refractor",90,subset_term_match_90%
1974,"marvel 2024 topps chrome character autograph Superfractor",2024,74,"Marvel 2024 Topps Chrome ",8,2412,"2024 Topps Chrome Marvel - Marvel Character Autographs SuperFractor",86,token_overlap_86%
1954,"marvel 2024 topps chrome authentic marvel comic book artist autograph Superfractor",2024,74,"Marvel 2024 Topps Chrome ",8,2398,"2024 Topps Chrome Marvel - Authentic Marvel Comic Book Artist Autographs SuperFractor",90,token_overlap_90%
1967,"marvel 2024 topps chrome character autograph Human Torch Refractor",2024,74,"Marvel 2024 Topps Chrome ",8,2408,"2024 Topps Chrome Marvel - Marvel Character Autographs Human Torch Refractor",91,subset_term_match_91%
1945,"marvel 2024 topps chrome authentic marvel comic book artist autograph Human Torch Refractor",2024,74,"Marvel 2024 Topps Chrome ",8,2394,"2024 Topps Chrome Marvel - Authentic Marvel Comic Book Artist Autographs Human Torch Refractor",94,subset_term_match_94%
1971,"marvel 2024 topps chrome character autograph Red Refractor",2024,74,"Marvel 2024 Topps Chrome ",8,2411,"2024 Topps Chrome Marvel - Marvel Character Autographs Red Refractor",90,subset_term_match_90%
1156,"marvel 1993 masterpieces x men 2099 dyna etch",1993,15,"Marvel 1993 Masterpieces",8,2655,"1993 SkyBox Marvel Masterpieces - X-Men 2099 Dyna-Etch",88,token_overlap_88%
1430,"marvel 2021 x men metal universe gold bullion",2021,59,"Marvel 2021 X-Men metal Universe ",8,4214,"2021 SkyBox Metal Universe Marvel X-Men - Gold",96,subset_term_match_96%
1601,"marvel 2022 upper deck annual Red Sparkle",2022,,,8,4571,"2022-23 Upper Deck Marvel Annual - Red Sparkle",88,token_overlap_88%
1669,"marvel 2023 fleer ultra wolverine pop culture SSP",2023,66,"Marvel 2023 Fleer Ultra Wolverine ",8,4814,"2023 Fleer Ultra Marvel Wolverine - Pop Culture",88,token_overlap_88%
1966,"marvel 2024 topps chrome character autograph Green Gamma Ray Wave",2024,74,"Marvel 2024 Topps Chrome ",8,5722,"2024 Topps Chrome Marvel - Green Gamma Ray Wave Refractor",80,token_overlap_80%
1949,"marvel 2024 topps chrome authentic marvel comic book artist autograph Purple Refractor",2024,74,"Marvel 2024 Topps Chrome ",8,2396,"2024 Topps Chrome Marvel - Authentic Marvel Comic Book Artist Autographs Purple Refractor",93,subset_term_match_93%
1968,"marvel 2024 topps chrome character autograph Orange Refractor",2024,74,"Marvel 2024 Topps Chrome ",8,2409,"2024 Topps Chrome Marvel - Marvel Character Autographs Orange Refractor",90,subset_term_match_90%
1390,"marvel 2020 masterpieces Preliminary Art",2020,57,"Marvel 2020 Masterpieces ",7,4042,"2020 SkyBox Marvel Masterpieces - Preliminary Art",83,token_overlap_83%
1104,"2024 skybox metal universe avengers purely periodic Metalloid",2024,4,"2024 Skybox Metal Universe Avengers ",7,5693,"2024 SkyBox Metal Universe Marvel Avengers - Purely Periodic",93,subset_term_match_93%
1593,"marvel 2022 upper deck annual Green Sparkle",2022,,,7,4549,"2022-23 Upper Deck Marvel Annual - Green",86,token_overlap_86%
1789,"marvel 2023 upper deck platinum Creator Art Variant Rainbow",2023,69,"Marvel 2023 Upper Deck Platinum",7,5253,"2023 Upper Deck Marvel Platinum - Creator Art Variant Rainbow",100,token_overlap_100%
2196,"Marvel 2020 Upper Deck Ages Totally Toys",2020,,,6,4088,"2020 Upper Deck Marvel Ages - Totally Toys",100,token_overlap_100%
2236,"Marvel 2025 Topps Chrome Studios Thunderbolts Content Capture",2025,81,"2025 Topps Marvel Studios Chrome",6,6655,"2025 Topps Chrome Marvel Studios - Thunderbolts Content Capture",100,token_overlap_100%
1277,"marvel 1998 the silver age tribute to jack kirby",1998,42,"Marvel 1998 The Silver Age ",6,2778,"1998 SkyBox Marvel: The Silver Age - Tribute to Jack Kirby",95,subset_term_match_95%
2065,"marvel 2024 upper deck spider man connecting",2024,,,6,6117,"2024 Upper Deck Marvel Spider-Man - Connecting Links",88,token_overlap_88%
1076,"2024 skybox metal universe avengers arc weld SP",2024,4,"2024 Skybox Metal Universe Avengers ",6,5660,"2024 SkyBox Metal Universe Marvel Avengers - Arc Weld",93,subset_term_match_93%
1078,"2024 skybox metal universe avengers blast furnace SP",2024,4,"2024 Skybox Metal Universe Avengers ",6,5661,"2024 SkyBox Metal Universe Marvel Avengers - Blast Furnace",93,subset_term_match_93%
1317,"marvel 2015 fleer retro Jambalaya",2015,52,"Marvel 2015 Fleer Retro ",6,3125,"2015 Fleer Retro Marvel - Jambalaya",100,token_overlap_100%
1726,"marvel 2023 upper deck anime volume 2 glory achievements",2023,68,"Marvel 2023 Upper Deck Anime Volume 2",6,4996,"2023 Upper Deck Marvel Anime Vol. 2 - Anime Glory Achievements",88,token_overlap_88%
1835,"marvel 2023 upper deck what if infinity ultron metal",2023,70,"Marvel 2023 Upper Deck What If ",6,6868,"2023 Upper Deck Marvel What If…? - Infinity Ultron Metal",99,subset_term_match_105%
1853,"marvel 2024 skybox masterpieces '92 platinum battle spectrum Rainbow",2024,71,"Marvel 2024 Skybox Masterpieces '92 Platinum ",5,6010,"2024 Upper Deck Marvel Masterpieces '92 Platinum - Battle Spectrum Rainbow",80,token_overlap_80%
2194,"Marvel 2020 Upper Deck Ages Gamerverse",2020,,,5,4077,"2020 Upper Deck Marvel Ages - Gamerverse",100,token_overlap_100%
1144,"marvel 1992 masterpieces battle spectra Autograph",1992,7,"Marvel 1992 Masterpieces ",5,2640,"1992 SkyBox Marvel Masterpieces - Battle Spectra",83,token_overlap_83%
1704,"marvel 2023 upper deck allegiance infinity trilogy infinity gems Power",2023,67,"Marvel 2023 Upper Deck Allegiance Infinity Trilogy ",5,4954,"2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Infinity Gems Power",95,subset_term_match_95%
1706,"marvel 2023 upper deck allegiance infinity trilogy infinity gems Soul",2023,67,"Marvel 2023 Upper Deck Allegiance Infinity Trilogy ",5,4956,"2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Infinity Gems Soul",95,subset_term_match_95%
1703,"marvel 2023 upper deck allegiance infinity trilogy infinity gems Mind",2023,67,"Marvel 2023 Upper Deck Allegiance Infinity Trilogy ",5,4953,"2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Infinity Gems Mind",95,subset_term_match_95%
1707,"marvel 2023 upper deck allegiance infinity trilogy infinity gems Space",2023,67,"Marvel 2023 Upper Deck Allegiance Infinity Trilogy ",5,4957,"2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Infinity Gems Space",95,subset_term_match_95%
1708,"marvel 2023 upper deck allegiance infinity trilogy infinity gems Time",2023,67,"Marvel 2023 Upper Deck Allegiance Infinity Trilogy ",5,4958,"2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Infinity Gems Time",95,subset_term_match_95%
