legacy_set_id,legacy_name,legacy_year,legacy_main_set_id,legacy_main_set_name,legacy_card_count,suggested_canonical_set_id,suggested_canonical_name,suggested_confidence,reason
1905,"marvel 2024 skybox masterpieces nahuel grego Timeless Red Autograph",2024,72,"Marvel 2024 Skybox Masterpieces Nahuel Grego",90,6100,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Timeless Red Autographs",70,token_overlap_70%
1907,"marvel 2024 skybox masterpieces nahuel grego Variant Cover Autograph",2024,72,"Marvel 2024 Skybox Masterpieces Nahuel Grego",90,6101,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Variant Cover",78,token_overlap_78%
1908,"marvel 2024 skybox masterpieces nahuel grego Variant Cover Printing Plate",2024,72,"Marvel 2024 Skybox Masterpieces Nahuel Grego",90,6101,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Variant Cover",70,token_overlap_70%
1906,"2024 Marvel Masterpieces nahuel grego Variant Cover",2024,72,"Marvel 2024 Skybox Masterpieces Nahuel Grego",90,6101,"2024 Upper Deck Marvel Masterpieces Nahuel Grego - Variant Cover",78,token_overlap_78%
2132,"marvel 2025 topps finest x men '97 Laser Refractor",2025,79,"marvel 2025 topps finest x men '97",90,2494,"2025 Topps Chrome Marvel - Air Marvel Red Wave Refractor",55,subset_term_match_55%
2123,"marvel 2025 topps finest x men '97 Gold Refractor",2025,79,"marvel 2025 topps finest x men '97",90,6521,"2025 Topps Chrome Marvel - Iron Man Gold Refractor",73,subset_term_match_73%
1127,"marvel 1991 comic images x men",1991,,,90,2619,"1991 Comic Images Marvel Comics First Covers II",50,token_overlap_50%
1341,"marvel 2016 masterpieces Purple Foil",2016,54,"Marvel 2016 Masterpieces ",90,3389,"2016 Upper Deck Marvel Masterpieces - Epic Purple Foil",68,subset_term_match_68%
1485,"marvel 2022 masterpieces",2022,62,"Marvel 2022 Masterpieces ",90,4420,"2022 SkyBox Marvel Masterpieces",75,token_overlap_75%
1489,"marvel 2022 masterpieces Green Foil",2022,62,"Marvel 2022 Masterpieces ",90,4431,"2022 SkyBox Marvel Masterpieces - Emerald Green Foil",76,subset_term_match_76%
1490,"marvel 2022 masterpieces Orange Foil",2022,62,"Marvel 2022 Masterpieces ",90,4438,"2022 SkyBox Marvel Masterpieces - Legendary Orange Foil",76,subset_term_match_76%
1491,"marvel 2022 masterpieces Printing Plate",2022,62,"Marvel 2022 Masterpieces ",90,4420,"2022 SkyBox Marvel Masterpieces",60,token_overlap_60%
1492,"marvel 2022 masterpieces Purple Foil",2022,62,"Marvel 2022 Masterpieces ",90,4432,"2022 SkyBox Marvel Masterpieces - Epic Purple Foil",76,subset_term_match_76%
1494,"marvel 2022 masterpieces Silver Auto Foil",2022,62,"Marvel 2022 Masterpieces ",90,4446,"2022 SkyBox Marvel Masterpieces - Silver Spectrum Foil Autographs",70,subset_term_match_70%
1609,"marvel 2022 wandavision Black",2022,,,90,4417,"2022 Panini Marvel Versus",50,token_overlap_50%
1610,"marvel 2022 wandavision Gold",2022,,,90,4433,"2022 SkyBox Marvel Masterpieces - Gold Foil",53,subset_term_match_53%
1611,"marvel 2022 wandavision Green Vision",2022,,,90,4392,"2022 Fleer Ultra Marvel Avengers - Green Foil",43,token_overlap_43%
1612,"marvel 2022 wandavision Mind Stone Yellow",2022,,,90,4505,"2022 Upper Deck Allure Marvel Studios - Yellow Taxi",43,subset_term_match_43%
1613,"marvel 2022 wandavision Printing Plate",2022,,,90,4551,"2022-23 Upper Deck Marvel Annual - Holograms Printing Plate Black",48,subset_term_match_48%
1614,"marvel 2022 wandavision Purple Spell",2022,,,90,4432,"2022 SkyBox Marvel Masterpieces - Epic Purple Foil",43,token_overlap_43%
1615,"marvel 2022 wandavision Scarlet Red",2022,,,90,4424,"2022 SkyBox Marvel Masterpieces - Battle Spectrum Red",43,token_overlap_43%
1616,"marvel 2022 wandavision White Vision",2022,,,90,4417,"2022 Panini Marvel Versus",40,token_overlap_40%
2136,"marvel 2025 topps finest x men '97 Orange Refractor",2025,79,"marvel 2025 topps finest x men '97",90,6586,"2025 Topps Chrome Marvel Studios - Autographs Orange Refractor",68,subset_term_match_68%
2145,"marvel 2025 topps finest x men '97 Protector Refractor",2025,79,"marvel 2025 topps finest x men '97",90,2494,"2025 Topps Chrome Marvel - Air Marvel Red Wave Refractor",55,subset_term_match_55%
2147,"marvel 2025 topps finest x men '97 Red Refractor",2025,79,"marvel 2025 topps finest x men '97",90,2494,"2025 Topps Chrome Marvel - Air Marvel Red Wave Refractor",68,subset_term_match_68%
2149,"marvel 2025 topps finest x men '97 Refractor",2025,79,"marvel 2025 topps finest x men '97",90,6489,"2025 Topps Chrome Marvel - Clawed Chrome Red Refractor",62,subset_term_match_62%
2156,"marvel 2025 topps finest x men '97 SuperFractor",2025,79,"marvel 2025 topps finest x men '97",90,2496,"2025 Topps Chrome Marvel - Air Marvel Superfractor",57,token_overlap_57%
2158,"marvel 2025 topps finest x men '97 X-Fractor",2025,79,"marvel 2025 topps finest x men '97",90,6572,"2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary Relics X-Fractor",45,token_overlap_45%
1737,"marvel 2023 upper deck anime volume 2 woodblock echo Autograph",2023,68,"Marvel 2023 Upper Deck Anime Volume 2",88,5022,"2023 Upper Deck Marvel Anime Vol. 2 - Woodblock Echo",78,token_overlap_78%
1363,"marvel 2018 masterpieces",2018,56,"Marvel 2018 Masterpieces ",87,3766,"2018 Upper Deck Marvel Masterpieces",60,token_overlap_60%
1909,"2024 MM XL Base",2024,73,"Marvel 2024 Skybox Masterpieces XL ",86,5638,"2024 SkyBox Marvel Masterpieces XL",40,token_overlap_40%
1923,"marvel 2024 skybox masterpieces xl Printing Plate",2024,73,"Marvel 2024 Skybox Masterpieces XL ",86,5653,"2024 SkyBox Marvel Masterpieces XL - Yellow Printing Plates",75,token_overlap_75%
1931,"2024 MM XL What If",2024,73,"Marvel 2024 Skybox Masterpieces XL ",86,5650,"2024 SkyBox Marvel Masterpieces XL - What If",57,token_overlap_57%
1924,"marvel 2024 skybox masterpieces xl Printing Plate What If Variant",2024,73,"Marvel 2024 Skybox Masterpieces XL ",86,5650,"2024 SkyBox Marvel Masterpieces XL - What If",70,token_overlap_70%
2245,"Aura Check Card /75",2025,82,"2025 Kakawow Aura Marvel",83,6279,"2025 Kakawow Aura Marvel - Aura Check",55,same_main_set_55%
1265,"marvel 1997 premium x men 97 timelines",1997,40,"Marvel 1997 Premium X-Men 97 Timelines ",82,2755,"1997 Fleer/SkyBox Marvel Premium QFX",50,token_overlap_50%
1260,"marvel 1997 fleer ultra spider man",1997,38,"Marvel 1997 Fleer Ultra Spider Man ",82,2745,"1997 Fleer Spider-Man - Marvel OverPower Characters",71,token_overlap_71%
1261,"marvel 1997 fleer ultra spider man Blue Foil",1997,38,"Marvel 1997 Fleer Ultra Spider Man ",81,2745,"1997 Fleer Spider-Man - Marvel OverPower Characters",63,token_overlap_63%
